variavel,importancia
pct_pop_menor12,0.21757095
meteo_umidade,0.16946487
mapbiomas_pct_non_vegetated,0.14714035
mapbiomas_pct_water,0.10329606
fogo_pct_territorio,0.06365991
pct_pop_60mais,0.058538605
meteo_temp_amplitude,0.046538573
mapbiomas_pct_non_forest_natural,0.04220598
meteo_temp_max,0.039249346
mapbiomas_pct_forest,0.0371899
mapbiomas_pct_farming,0.02915473
meteo_temp_media,0.021117797
meteo_temp_min,0.014949401
meteo_precipitacao,0.00992348
