rank_real,rank_modelo,diferenca_rank,cod_mun,municipio,srag_taxa_casos_median,pred_atemporal,fogo_pct_territorio,mapbiomas_pct_farming,mapbiomas_pct_forest,mapbiomas_pct_non_forest_natural,mapbiomas_pct_non_vegetated,mapbiomas_pct_water,meteo_precipitacao,meteo_temp_amplitude,meteo_temp_max,meteo_temp_media,meteo_temp_min,meteo_umidade,pct_pop_60mais,pct_pop_menor12
108,70,38,520260,AURILANDIA,0.0,0.005332188215106726,0.497,78.38081666666668,21.049733333333336,0.30154166666666665,0.20405,0.064,2.95,19.130000000000003,34.230000000000004,24.905,18.07,67.44999999999999,26.85,11.2
108,175,67,520280,AVELINOPOLIS,0.0,-0.00018005930178333074,0.3598,84.64088749999999,14.177425,0.2255333333333333,0.6705166666666666,0.2923666666666666,2.95,18.47,33.44,24.195,17.595,68.2,22.05,12.8
108,10,98,520320,BARRO ALTO,0.0,0.02182980813086033,5.5634,49.93282083333334,45.635245833333336,0.6648999999999999,3.140808333333333,0.6279,2.55,18.21,35.495,25.46,18.244999999999997,63.1,12.3,17.5
108,50,58,520330,BELA VISTA DE GOIAS,0.0,0.007045068312436342,0.2511,77.3186625,21.36525,0.19592916666666665,0.9519291666666666,0.21034166666666665,2.7,18.615000000000002,32.625,23.365000000000002,16.02,68.25,16.25,15.2
108,107,1,520340,BOM JARDIM DE GOIAS,0.0,0.002057373523712158,0.416,59.71695,39.082504166666666,0.744075,0.2480666666666666,0.20971666666666666,2.3,19.225,35.515,26.425,19.23,60.55,21.1,13.2
108,110,2,520350,BOM JESUS DE GOIAS,0.0,0.0019279810367152095,0.8278,86.47087916666666,8.308904166666668,3.7537458333333333,0.5192333333333333,0.9465874999999999,2.5,21.02,35.535,25.31,17.18,64.85,12.25,16.85
108,118,10,520090,AMORINOPOLIS,0.0,0.0014571346109732985,0.3718,78.12966666666668,21.355004166666667,0.0363,0.4523833333333333,0.03278749999999995,2.6,17.97,33.620000000000005,25.035,18.205,60.7,26.3,11.2
108,66,42,520130,ANICUNS,0.0,0.005706951953470707,0.8242,85.06908333333334,14.055083333333334,0.0469,0.5987666666666667,0.2511,2.95,18.47,33.44,24.195,17.595,68.2,18.4,13.8
108,45,63,520145,APARECIDA DO RIO DOCE,0.0,0.008703431114554405,0.1186,79.97662916666667,14.91895,4.385250000000001,0.32800416666666665,0.3918,2.35,19.645000000000003,32.81,24.025,16.345,64.05,14.55,15.4
108,85,23,520150,APORE,0.0,0.003439232474192977,0.1035,77.23194999999998,17.204554166666668,4.313091666666667,0.1610583333333333,1.08925,2.4,20.15,33.785,24.93,16.634999999999998,63.0,13.1,18.2
108,167,59,521470,NOVA AMERICA,0.0,4.661159255192615e-05,0.136,72.82155,26.825679166666667,0.0037333333333333003,0.3169,0.0251625,2.25,18.54,35.790000000000006,25.735,19.17,64.44999999999999,20.05,14.0
108,99,9,521460,NIQUELANDIA,0.0,0.002697215648368001,3.4953,29.6298125,60.71080833333333,1.7143916666666668,0.8842708333333333,7.313570833333333,2.3,18.255000000000003,34.565,24.485,17.615000000000002,63.15,17.55,14.4
108,165,57,521440,NAZARIO,0.0,9.603509533917531e-05,0.1647,81.5908625,16.537662500000003,0.4149,1.125975,0.35415416666666666,2.95,18.47,33.44,24.195,17.595,68.2,17.2,15.5
108,166,58,521410,MUTUNOPOLIS,0.0,8.315902960021049e-05,0.1152,69.24942916666667,30.290275,0.02880416666666665,0.1936875,0.2379,2.4,17.96,36.735,27.235,20.14,65.95,18.0,14.3
108,177,69,521400,MOZARLANDIA,0.0,-0.00021503255993593484,0.5687,71.67840833333334,27.020429166666666,0.4778416666666666,0.2689666666666667,0.5543541666666667,2.25,18.79,37.290000000000006,27.475,20.225,60.1,12.0,17.6
108,136,28,521405,MUNDO NOVO,0.0,0.0007380966562777758,0.6029,68.7847,29.318641666666664,0.7147,0.09727916666666665,1.0693,2.55,18.455,37.370000000000005,27.685000000000002,20.525,63.55,16.5,14.6
108,164,56,521385,MORRO AGUDO DE GOIAS,0.0,0.00010593619663268328,0.03775,74.5773,25.062708333333333,0.06916249999999999,0.26105,0.031125,2.6,18.125,34.215,24.81,18.15,69.55000000000001,21.4,13.9
108,100,8,521375,MONTIVIDIU,0.0,0.0026786315720528364,0.1071,83.59794166666666,12.111470833333335,3.7856916666666667,0.4296,0.061275,2.6500000000000004,18.56,32.695,24.21,17.035,62.849999999999994,10.8,17.6
108,172,64,521295,MATRINCHA,0.0,-9.866593609331176e-05,0.3039,70.66745416666666,27.7894,0.6281,0.1163,0.7685833333333334,2.5,18.735,36.415000000000006,26.689999999999998,19.845,63.95,18.25,14.1
108,149,41,521370,MONTES CLAROS DE GOIAS,0.0,0.0004461559874471277,0.75955,73.76387083333333,23.876245833333332,0.9041,0.2276875,1.2185,2.5,19.525,35.34,26.155,18.995,63.75,16.85,14.6
108,91,17,521600,PANAMA,0.0,0.003020649775862694,0.91615,82.146275,15.871500000000001,1.3249791666666666,0.28755416666666667,0.3726541666666666,2.55,18.95,33.54,24.380000000000003,17.035,66.1,22.5,13.6
108,28,80,521580,PALMELO,0.0,0.012510677799582481,0.13395,76.45877083333333,21.898600000000002,0.0229,1.6049625,0.0357,2.4,19.065,32.925,23.564999999999998,16.14,65.4,22.75,12.6
108,96,12,521570,PALMEIRAS DE GOIAS,0.0,0.00279938243329525,0.32375,83.2803375,14.780237499999998,0.8428583333333333,0.7201416666666667,0.37670000000000003,3.1,19.75,33.775000000000006,24.64,17.41,65.1,13.1,17.0
108,182,74,521483,NOVA CRIXAS,0.0,-0.0003078919544350356,0.2875,67.89785,28.6036,2.2895875,0.09845,1.1067,2.55,18.535,37.705,27.91,20.795,63.5,13.1,17.0
108,160,52,521520,NOVO BRASIL,0.0,0.00014902837574481964,0.0132,74.14827083333333,25.563204166666665,0.0524,0.20108333333333334,0.03476666666666665,2.6500000000000004,18.605,35.32,25.815,19.045,67.15,22.3,12.6
108,131,23,521487,NOVA IGUACU DE GOIAS,0.0,0.0008791459258645773,0.11954999999999999,64.79040833333332,34.90235416666667,0.0456,0.179,0.08660416666666665,2.5,18.215,35.19499999999999,26.03,19.25,65.75,17.05,16.8
108,137,29,521720,PIRANHAS,0.0,0.0006981478072702885,0.31625000000000003,68.24867083333334,30.833466666666666,0.5614291666666666,0.2150875,0.1517708333333333,2.3499999999999996,17.675,33.575,25.240000000000002,18.525,57.95,19.7,13.9
108,127,19,521680,PETROLINA DE GOIAS,0.0,0.001121574197895825,0.7263,78.42967916666667,20.850391666666663,0.0028,0.5145833333333333,0.2009208333333333,2.95,17.564999999999998,32.89,23.89,17.155,69.80000000000001,20.15,12.8
108,62,46,521640,PARAUNA,0.0,0.00590286822989583,0.68275,74.65229583333334,19.138908333333333,5.641554166666667,0.2808,0.28644166666666665,3.0,19.435000000000002,32.72,24.315,17.025,63.349999999999994,15.6,15.7
108,102,6,521630,PARANAIGUARA,0.0,0.0025659706443548203,1.26425,80.5534,11.16725,0.41172499999999995,0.3154,7.553158333333333,2.2,19.82,35.42,26.14,17.8,59.95,21.0,13.4
108,55,53,521800,PORANGATU,0.0,0.006715874653309584,0.32120000000000004,63.78855833333333,35.09549166666667,0.4035333333333333,0.3906625,0.3256458333333333,2.4,17.96,36.735,27.235,20.14,65.95,15.149999999999999,15.95
108,178,70,521805,PORTEIRAO,0.0,-0.00022292856010608375,1.1542,83.10335833333333,9.1335,6.1831708333333335,0.4279625,1.1377916666666668,2.5,21.02,35.535,25.31,17.18,64.85,10.95,18.3
108,18,90,521760,PLANALTINA,0.0,0.01522991992533207,2.32395,32.430279166666665,64.89989166666666,0.7800625000000001,1.6188583333333333,0.29376250000000004,1.35,19.134999999999998,32.555,22.91,15.36,66.6,8.95,19.4
108,93,15,521770,PONTALINA,0.0,0.0029659674037247896,0.1672,79.54961666666667,18.11499583333333,1.5159875,0.4002708333333333,0.4122,2.55,19.130000000000003,33.32,24.305,16.810000000000002,66.75,19.6,13.3
108,181,73,521850,QUIRINOPOLIS,0.0,-0.0002891833137255162,0.5379499999999999,83.40343333333334,11.829525,2.173975,0.5465958333333334,2.03425,2.5,18.975,34.115,25.305,17.865,61.3,15.1,15.649999999999999
108,53,55,521830,POSSE,0.0,0.006806590128690004,0.96275,60.936575,33.88279583333333,3.890345833333333,1.0230875,0.2712833333333333,1.65,17.795,33.614999999999995,24.205,17.02,60.2,10.9,18.5
108,56,52,521870,RIANAPOLIS,0.0,0.006397929973900318,0.909,70.71475000000001,27.267658333333337,0.27791666666666665,0.9295,0.8143958333333333,2.7,17.79,34.135000000000005,24.79,17.985,68.4,18.65,13.75
108,183,75,521590,PALMINOPOLIS,0.0,-0.0003781032282859087,0.4238,88.70364583333333,9.6026875,0.7799541666666667,0.34305416666666666,0.5747583333333335,3.1,19.75,33.775000000000006,24.64,17.41,65.1,20.4,13.8
108,103,5,521530,ORIZONA,0.0,0.0025480426847934723,0.0372,71.219425,27.791454166666668,0.19829166666666664,0.30822499999999997,0.48260000000000003,2.55,19.119999999999997,32.6,23.415,15.95,66.7,18.25,14.1
108,83,25,521560,PADRE BERNARDO,0.0,0.003770291106775403,2.52455,48.63235416666667,49.35790416666667,0.8312416666666667,0.8720749999999999,0.31825000000000003,1.95,18.195,33.015,23.634999999999998,16.33,67.05,13.1,18.75
108,158,50,521565,PALESTINA DE GOIAS,0.0,0.0002461083931848407,0.17445,71.44527916666667,27.180925000000002,0.5544625000000001,0.2272333333333333,0.5658416666666666,2.6,17.97,33.620000000000005,25.035,18.205,60.7,19.05,14.3
108,24,84,521523,NOVO GAMA,0.0,0.013876685872673988,0.8701,39.4550875,38.51206666666667,6.389333333333333,15.547029166666665,0.1815458333333333,2.25,17.99,31.825,22.810000000000002,15.274999999999999,68.8,8.75,19.55
108,156,48,521925,SANTA FE DE GOIAS,0.0,0.00027659282204695046,1.1637,74.83545,23.3778875,0.8254,0.19575416666666667,0.7585708333333333,2.2,19.795,36.88,27.095,19.595,60.0,15.149999999999999,16.3
108,88,20,521920,SANTA CRUZ DE GOIAS,0.0,0.0032553549390286207,0.09665,63.76730833333333,35.474125,0.42117499999999997,0.0965,0.2410208333333333,2.6,19.16,33.504999999999995,23.91,16.465,67.35,21.55,13.4
108,92,16,521910,SANTA BARBARA DE GOIAS,0.0,0.003002271754667163,0.1638,79.16135833333334,17.44891666666667,0.76975,1.7423250000000001,0.8762333333333333,3.0,17.955,32.67,23.634999999999998,17.115000000000002,69.19999999999999,15.850000000000001,15.850000000000001
108,187,79,521900,SANCLERLANDIA,0.0,-0.0007790230447426438,0.40859999999999996,86.2097875,13.190054166666666,0.0034,0.534975,0.061787499999999995,2.95,19.130000000000003,34.230000000000004,24.905,18.07,67.44999999999999,19.4,13.6
108,15,93,521860,RIALMA,0.0,0.016372596845030785,3.9840999999999998,79.7657625,17.277620833333334,0.1061,1.39075,1.4632541666666667,2.7,17.79,34.135000000000005,24.79,17.985,68.4,16.1,14.7
108,79,29,521973,SANTO ANTONIO DE GOIAS,0.0,0.004103603772819042,0.4256,75.6966,21.098625000000002,0.3362,2.1308125,0.757,3.0,17.955,32.67,23.634999999999998,17.115000000000002,69.19999999999999,12.75,16.8
108,176,68,521970,SANTA TEREZINHA DE GOIAS,0.0,-0.00020740187028422952,0.049550000000000004,73.30247499999999,25.888720833333334,0.05025,0.270425,0.4880333333333333,2.5,18.215,35.19499999999999,26.03,19.25,65.75,18.85,14.9
108,75,33,521960,SANTA TEREZA DE GOIAS,0.0,0.004290727898478508,0.28959999999999997,61.3283375,37.8201875,0.1642,0.366475,0.32152499999999995,2.3499999999999996,18.22,36.705,26.915,19.69,60.85,22.05,13.8
108,146,38,522000,SAO JOAO D'ALIANCA,0.0,0.00046050784294493496,2.0056,33.7576625,60.185545833333336,4.358125,0.777775,0.9179250000000001,1.95,19.375,33.635000000000005,23.515,16.15,62.5,10.2,19.0
108,65,43,522010,SAO LUIS DE MONTES BELOS,0.0,0.005715110804885626,0.37795,87.75017916666667,10.791929166666666,0.0059874999999999495,1.3110125,0.1502333333333333,2.95,19.130000000000003,34.230000000000004,24.905,18.07,67.44999999999999,17.85,14.3
108,179,71,522020,SAO MIGUEL DO ARAGUAIA,0.0,-0.0002463411947246641,0.4972,60.32862916666666,30.107545833333333,8.342241666666666,0.1819,1.0258,2.8,17.61,37.415,27.675,20.67,67.75,16.65,14.55
108,43,65,522015,SAO LUIZ DO NORTE,0.0,0.009400123730301857,1.4941499999999999,69.8072,28.249650000000003,0.2987,0.45677499999999993,1.196925,2.55,17.975,34.235,25.045,18.314999999999998,68.25,15.55,16.7
108,111,3,522026,SAO MIGUEL DO PASSA QUATRO,0.0,0.0017769525293260813,0.025849999999999998,70.8106625,28.659129166666666,0.12645416666666665,0.26477083333333334,0.1390333333333333,2.7,18.615000000000002,32.625,23.365000000000002,16.02,68.25,18.6,14.75
108,67,41,521975,SANTO ANTONIO DO DESCOBERTO,0.0,0.005700878798961639,0.565,38.55416666666666,49.0618,3.6834,3.6991916666666667,5.042254166666666,2.25,17.99,31.825,22.810000000000002,15.274999999999999,68.8,9.1,20.0
108,58,50,521980,SAO DOMINGOS,0.0,0.006212212145328522,2.022,50.83004166666666,41.21273333333333,7.356141666666666,0.360975,0.22792499999999993,1.95,17.16,33.45,24.33,17.634999999999998,60.65,15.850000000000001,16.9
108,61,47,521971,SANTO ANTONIO DA BARRA,0.0,0.005941612645983696,1.79215,78.76395833333333,11.771325000000001,8.514529166666666,0.4640916666666667,0.464675,2.75,20.185,33.775,24.685000000000002,17.060000000000002,62.2,16.6,15.6
108,71,37,522060,SILVANIA,0.0,0.00509961973875761,0.08,71.04120416666666,26.871604166666664,0.6039916666666667,0.48945,0.99385,2.85,17.96,31.490000000000002,22.73,15.465,69.9,15.1,15.2
108,64,44,522050,SERRANOPOLIS,0.0,0.005737671162933111,0.24995,67.238175,28.3258375,3.9849875,0.11882083333333329,0.3179,2.8499999999999996,19.384999999999998,32.395,24.08,16.225,65.55,13.850000000000001,16.8
108,3,105,522040,SAO SIMAO,0.0,0.03635953366756439,0.36335,79.44042916666666,8.974833333333333,0.0152,2.6189208333333336,8.9977,2.2,19.82,35.42,26.14,17.8,59.95,16.5,14.8
108,126,18,522100,TAQUARAL DE GOIAS,0.0,0.0011890657478943467,0.55185,77.44682916666667,21.8216,0.0,0.5765291666666666,0.15552916666666666,2.95,17.564999999999998,32.89,23.89,17.155,69.80000000000001,19.75,13.0
108,44,64,522119,TEREZOPOLIS DE GOIAS,0.0,0.009176075458526611,1.0482,73.48536666666666,22.526991666666667,0.179,2.8319666666666667,1.0046375,2.85,17.96,31.490000000000002,22.73,15.465,69.9,13.149999999999999,16.5
108,60,48,522150,TURVANIA,0.0,0.006183817982673645,0.54535,87.23678749999999,11.6993875,0.393225,0.355575,0.3052,2.95,18.47,33.44,24.195,17.595,68.2,22.3,13.3
108,133,25,522155,TURVELANDIA,0.0,0.0008125207968987525,0.9667999999999999,82.85430000000001,7.746025,7.126420833333333,0.2913125,2.0093625,2.55,20.05,33.87,24.725,16.95,61.15,12.1,18.25
108,122,14,522068,SIMOLANDIA,0.0,0.0013563374523073435,0.11324999999999999,72.57667083333334,25.225541666666665,1.1760208333333333,0.5507,0.4934625,1.9,19.725,36.019999999999996,25.875,17.564999999999998,58.8,13.5,16.8
108,121,13,522170,URUANA,0.0,0.001358650391921401,0.8086,81.05906250000001,17.3875,0.17035,0.6928208333333332,0.7348333333333333,2.7,17.79,34.135000000000005,24.79,17.985,68.4,19.65,13.5
108,147,39,522180,URUTAI,0.0,0.0004581761604640633,0.06945,70.23002083333333,28.738604166666665,0.0725333333333333,0.28525,0.6944791666666668,2.4,19.065,32.925,23.564999999999998,16.14,65.4,18.75,14.5
108,20,88,522200,VIANOPOLIS,0.0,0.014404944144189358,0.06080000000000001,76.266,22.712029166666667,0.1717208333333333,0.7249083333333334,0.1313458333333333,2.55,19.119999999999997,32.6,23.415,15.95,66.7,14.2,16.3
