variavel,importancia
pct_pop_menor12,0.30642942
mapbiomas_pct_non_vegetated,0.12055522
mapbiomas_pct_non_forest_natural,0.108738005
mapbiomas_pct_forest,0.09106542
meteo_umidade,0.086437866
pct_pop_60mais,0.0821673
mapbiomas_pct_water,0.03357712
meteo_temp_max,0.02889716
mapbiomas_pct_farming,0.028843299
meteo_temp_min,0.028532352
fogo_pct_territorio,0.026137926
meteo_temp_media,0.021383425
meteo_precipitacao,0.020942662
meteo_temp_amplitude,0.016292753
