cod_mun,ano_mes,ha_farming,ha_forest,ha_non_forest_natural_formation,ha_non_vegetated_area,ha_not_observed,ha_water_and_marine_environment
520010,1991-01,57809.94622374105,44071.460527446936,965.7597178894034,1364.179058300782,,245.1062630676267
520010,1992-01,59334.93147084002,42768.95806678426,910.6022272705062,1191.8703447692858,,250.0896807800289
520010,1993-01,61240.290428809094,41040.153709326085,875.2049943725582,1064.206792517089,,236.5958654174801
520010,1994-01,62362.4471555489,39981.65688085923,853.7248358276385,1028.0429766784641,,230.5799415283201
520010,1995-01,63272.590815785785,39055.0683522397,805.6102567626988,1108.2463279846174,,214.9360376708985
520010,1996-01,63854.08913207206,38451.736165557726,778.546999426273,1176.6543533996569,,195.4251399902344
520010,1997-01,64507.61086066222,37868.33089290763,739.9724903930668,1142.4485786560047,,198.0889678283693
520010,1998-01,65522.857295103044,37023.40880374769,709.471458416748,1020.0722304992663,,180.6420026794434
520010,1999-01,65909.677020834,36652.127175049056,687.4782145874043,1015.1829947875979,,191.9863851867675
520010,2000-01,66548.74324881233,36049.754228094505,674.9356864563017,1052.2279626159673,,130.790664465332
520010,2001-01,67180.98444757359,35377.28643198857,653.1125522155776,1120.8093924621592,,124.2589662048339
520010,2002-01,67722.3162969012,34840.48257168589,620.6388959838874,1143.167892944336,,129.8461329284668
520010,2003-01,68581.0782398515,34029.05974907864,570.9845009704586,1150.5554145629897,,124.7738859802246
520010,2004-01,69138.3444456511,33463.7128964116,522.4472456237787,1168.6862070373552,,163.2609957214354
520010,2005-01,68727.89102104021,32480.01339162627,465.1463105651857,1130.289004943849,,1653.112062268095
520010,2006-01,68234.26415174833,32262.02622830222,444.43906470947263,1113.5491905090341,,2402.173155175779
520010,2007-01,67975.98346462107,32481.7997009705,432.75486484375045,1132.0370013244624,,2433.876758685305
520010,2008-01,67750.30842129984,32723.96840332637,419.4369208312993,1145.0162464355437,,2417.721798553473
520010,2009-01,67388.60830890507,33036.64863565691,403.02821510009835,1200.3065537475534,,2427.860077038571
520010,2010-01,67433.08041171913,32978.24206662004,394.26446198120175,1213.8966239196725,,2436.968226208493
520010,2011-01,67379.06008427798,32960.81270267343,384.1270384948737,1281.2210102416984,,2451.23095476075
520010,2012-01,67505.37243084144,32829.51037953514,370.72481126709084,1303.651642376706,,2447.192526428229
520010,2013-01,67783.40862026345,32530.31351588775,361.53185490722734,1345.0882289916913,,2436.109570397949
520010,2014-01,67840.84470819664,32426.892414874674,351.9954701843274,1369.3339909118583,,2467.385206280538
520010,2015-01,67897.31256899427,32339.73633466225,347.9581658142099,1407.3247468627942,,2464.119974115008
520010,2016-01,67874.73293365497,32302.294488013147,344.5216647949228,1475.7648604736332,,2459.137843511981
520010,2017-01,68025.070438062,32068.902692859163,340.1392640563975,1558.3914922851602,,2463.947903186057
520010,2018-01,68018.7826217362,31962.34945299085,339.96803143920977,1648.9754160705588,,2486.376268212914
520010,2019-01,68087.18443420561,31751.9902934328,331.6353464538581,1801.3267130126994,,2484.315003344752
520010,2020-01,68169.8673236828,31622.56185390632,325.70705414428784,1842.8302033630393,,2495.485355352802
520010,2021-01,68492.24658907056,31250.86217224739,319.4351178283699,1892.7510783874552,,2501.156832916275
520010,2022-01,68849.2820684461,30813.215153216646,313.9362228515633,1944.2307784301793,,2535.787567504904
520010,2023-01,69147.08544412328,30463.16491518567,307.8361835815442,1974.9055690185553,,2563.459678540064
520010,2024-01,69702.76255530947,29896.747434710873,305.602656152345,1993.809167224124,,2557.529977050801
520013,1985-01,113504.48621040347,14305.989257525769,26856.326785237143,335.77685733032155,,1673.638859759516
520013,1986-01,114593.96420003042,13212.121609722999,26800.844756489525,364.22384274902294,,1705.063561267079
520013,1987-01,115090.21566221687,12707.905880059832,26741.254001991052,378.84363407592514,,1757.99879191284
520013,1988-01,115687.2151884138,12360.36585583502,26568.268860865606,379.62139144897236,,1680.746673687735
520013,1989-01,116635.72950282566,12121.80055894169,25965.70489540515,405.6728604858379,,1547.31015259399
520013,1990-01,117745.6656133009,12179.308606518605,24747.01872378639,423.8655066711409,,1580.359519976801
520013,1991-01,118252.37908643289,12156.069953466837,24168.08398270986,448.379560076903,,1651.305387567132
520013,1992-01,118809.54023291705,12043.995711077883,23612.93604944,442.4008284240709,,1767.345148394764
520013,1993-01,119314.95749983395,11762.603360345413,23363.101611847836,465.54781561279265,,1770.007682611077
520013,1994-01,119612.39822927664,11591.009575964325,23179.41134997031,506.7185485961928,,1786.680266442864
520013,1995-01,119980.10401922918,11511.833126446489,22990.59171513132,551.0481349548363,,1642.640974493404
520013,1996-01,120172.78309310552,11439.267098382465,22842.972329431694,574.3633603942928,,1646.832088940427
520013,1997-01,120303.39583858798,11534.560979034324,22513.161941632516,572.4859594665581,,1752.613251531981
520013,1998-01,120398.59774337034,11800.286888378836,22257.24192514064,585.0422418701197,,1635.049171496581
520013,1999-01,120549.96066285986,11866.27141275018,22101.165554138515,626.5485769836472,,1532.271763525387
520013,2000-01,120778.35862257356,11855.165140173242,22346.376693585546,651.9128725219772,,1044.404641400144
520013,2001-01,120824.80180361147,11913.044881707652,22234.278627789725,680.864885815437,,1023.227771331785
520013,2002-01,120774.35137820149,12121.773947534157,21935.113129272984,701.1894629760794,,1143.790052270507
520013,2003-01,120862.71274240312,12260.498072558587,21614.765376532487,735.2675175659145,,1202.974261193851
520013,2004-01,120867.38098082901,12300.626619439698,21492.930603784862,778.2313757690296,,1237.048390429687
520013,2005-01,120871.97482830407,12353.645667126457,21398.07978055485,797.2805828430105,,1255.237111425782
520013,2006-01,120849.67856785418,12428.943324414078,21247.73856951347,815.129697515868,,1334.727810955812
520013,2007-01,120871.0902319117,12436.89367553714,21220.83957611756,838.1830738769531,,1309.211412811279
520013,2008-01,120859.65174654209,12523.299635192889,21162.008183429487,846.2079182250977,,1285.050486865234
520013,2009-01,120909.70694654688,12499.605195056169,21140.766777399116,893.5223641113405,,1232.616687139891
520013,2010-01,120908.74566054807,12527.294935931392,21079.63656454523,908.8093157409805,,1251.731493487549
520013,2011-01,120889.96402189007,12590.461401733442,21073.23400790465,918.1212358703701,,1204.437302856446
520013,2012-01,120890.37763167878,12625.02820580446,21062.82818972221,954.4256041381902,,1143.558338909912
520013,2013-01,120892.63992973101,12670.221077459786,21044.486712012273,1000.7900111816446,,1068.080239868166
520013,2014-01,120951.34430912486,12642.064985974177,20982.516658240253,1025.296922821048,,1074.995094091798
520013,2015-01,121042.83091842488,12599.730933160501,20918.319698309806,1059.9706026611316,,1055.365817694094
520013,2016-01,121207.69310310783,12639.096589270108,20746.457752911916,1059.7132008850083,,1023.25732407837
520013,2017-01,121374.76831094977,12625.448375579957,20582.87326773724,1065.6059702453585,,1027.522045739746
520013,2018-01,121529.25039377442,12560.57103231819,20231.44265614656,1084.8277074340785,,1270.126180578611
520013,2019-01,121662.62929816151,12564.50448739021,20055.20549052171,1115.6484022033615,,1278.230291973872
520013,2020-01,121829.88173638907,12558.873635504237,19886.07569650918,1122.4766476806549,,1278.910254168698
520013,2021-01,121930.89310082333,12578.090375494448,19756.80782875381,1144.667810791007,,1265.758854388425
520013,2022-01,122124.24407126739,12604.480252179015,19486.770436895935,1142.0985214111256,,1318.62468849487
520013,2023-01,122379.72996048893,12628.99538694464,19139.343092004765,1208.3467011413504,,1319.802829669189
520013,2024-01,122801.98289200617,12599.467848748815,18783.92645985133,1185.1173842346102,,1305.723385406493
520015,1985-01,9596.673942285528,1905.6518579345486,4.80818212890625,20.0018958801269,,8.158456610107423
520015,1986-01,9644.323907678685,1854.9112472778195,3.6923664245605456,24.03659902343748,,8.330214434814454
520015,1987-01,9708.976215167851,1790.087175311287,2.061176153564452,25.32427277832031,,8.845495428466798
520015,1988-01,9744.274848407775,1753.5870779846168,2.147054205322265,27.64208929443353,,7.643264947509768
520015,1989-01,9739.640625574546,1755.9034500305143,2.147054321289062,29.95990036010735,,7.643304553222658
520015,1990-01,9802.414373249072,1690.125087182585,2.061165997314452,32.79277283325195,,7.90093557739258
520015,1991-01,9840.968692603343,1648.566132177688,2.061165997314452,35.71151912231442,,7.986824938964846
520015,1992-01,9855.053089099712,1629.84602740474,1.889398352050781,40.08960515747075,,8.416214825439456
520015,1993-01,9855.740100312009,1626.7553082763227,1.889398352050781,42.32157615356453,,8.58795174560547
520015,1994-01,9878.576989551391,1602.5447518249052,1.803520300292969,43.43756408691414,,8.931509075927737
520015,1995-01,9890.25202609938,1588.122766192578,1.803520300292969,46.44214569091803,,8.673876556396486
520015,1996-01,9936.361894355001,1538.9223040343793,1.803520300292969,49.01750189819339,,9.18911425170899
520015,1997-01,9959.115047760715,1514.0227994506483,1.803520300292969,50.82031616821292,,9.532651159667973
520015,1998-01,9988.562184583277,1483.4597322692666,1.803520300292969,52.02211981811526,,9.446777868652347
520015,1999-01,10067.65119165723,1401.880664013611,1.803520300292969,52.708772631836,,11.25018623657227
520015,2000-01,10111.702537036808,1358.860043334925,1.803520300292969,53.22383833007821,,9.704395837402346
520015,2001-01,10100.710707202792,1369.680212115442,1.803520300292969,53.48137477417002,,9.618520446777348
520015,2002-01,10119.774250092225,1349.4144919067223,1.803520300292969,53.738909014892684,,10.56316352539063
520015,2003-01,10125.785027735174,1340.9140122314366,1.803520300292969,55.71331805419936,,11.07845651855469
520015,2004-01,10156.78701057814,1308.7099345336808,1.803520300292969,56.31422590942396,,11.67964351806641
520015,2005-01,10161.424004675955,1303.0427926940815,1.803520300292969,56.743447827148564,,12.28056934204102
520015,2006-01,10164.515701233544,1299.2643182922254,1.975276287841796,57.34435974121107,,12.19467928466798
520015,2007-01,10180.401844745647,1282.1760799560432,1.975276287841796,57.51604834594739,,13.2250855041504
520015,2008-01,10199.551672431124,1262.7686394897314,1.975276287841796,57.430206652832155,,13.56853997802735
520015,2009-01,10204.188366968496,1258.1319620422212,1.975276287841796,57.34437041015637,,13.65435913085938
520015,2010-01,10207.966761084657,1253.3232156921247,1.889398352050781,57.68781533813488,,14.42714437255859
520015,2011-01,10210.029593604038,1249.0283407897784,1.889398352050781,59.232841143798964,,15.11416094970703
520015,2012-01,10215.955632806888,1240.0119476318196,1.889398352050781,62.06556876220729,,15.37178728637695
520015,2013-01,10224.20210466376,1228.6756487792825,1.803520300292969,65.92850850219764,,14.68455259399414
520015,2014-01,10221.885071930314,1228.8470153014996,1.803520300292969,66.61525549926802,,16.14347180786133
520015,2015-01,10221.112990155445,1229.0184198669278,1.803520300292969,66.4436055664067,,16.91579895019531
520015,2016-01,10216.13475707437,1230.5632759033062,1.803520300292969,68.16070610961968,,18.63207545166015
520015,2017-01,10205.231117889594,1239.4065330383148,1.975270397949218,69.10495936279348,,19.57645415039061
520015,2018-01,10205.145835083216,1238.4621928527686,1.975270397949218,70.3065976928715,,19.40443881225586
520015,2019-01,10203.51440211833,1240.437222149644,1.975270397949218,71.85177126464878,,17.51566890869141
520015,2020-01,10204.115285919626,1237.3464876342628,1.889395349121094,72.02335592041047,,19.91981001586914
520015,2021-01,10208.665703760369,1232.4528116515962,1.889395349121094,73.13927763671903,,19.14714644165038
520015,2022-01,10207.206439184793,1229.7911208679043,1.975273400878906,73.91185670166045,,22.40964468383789
520015,2023-01,10206.262169275236,1227.7303549072105,1.975273400878906,75.62869143676784,,23.69784581909179
520015,2024-01,10218.798406366275,1214.2504577697641,1.975273400878906,77.6888899658204,,22.58130733642578
520017,1985-01,33598.79926514919,159216.50399541337,6584.644560217285,1416.6062048156791,,1544.416649682547
520017,1986-01,35589.061491839886,157470.87977337633,6465.304922302245,1324.1725755493426,,1511.55191220697
520017,1987-01,36205.15297844845,157121.5124252688,6325.440905255136,1209.5984341614037,,1499.265932141055
520017,1988-01,39505.81555049438,153989.77283755434,6066.309370483399,1318.561205731231,,1480.511711010685
520017,1989-01,42284.91676858503,151379.07528044315,5835.015954315205,1396.404977783213,,1465.557694146684
520017,1990-01,45232.615586273416,148719.28216353292,5639.548754339627,1276.8212586669922,,1492.702912463323
520017,1991-01,47909.18298973364,146454.85228524377,5438.284305255142,1000.7402383056578,,1557.910856732106
520017,1992-01,49133.71999211407,145278.07794703956,5358.370067828374,1028.7367831909107,,1562.065885101251
520017,1993-01,50236.63954656404,144356.7919309897,5285.5495822753865,899.7697304321243,,1582.21988501581
520017,1994-01,51021.690692926924,143811.8426205484,5218.784462457264,741.384600067135,,1567.268299279717
520017,1995-01,52088.005089753366,142818.04990223877,5118.7044070739585,797.912676269526,,1538.298599944999
520017,1996-01,52858.23913440069,142159.2734107899,5021.315071984836,783.2218083435006,,1538.921249761893
520017,1997-01,54600.292155622396,140414.83477506659,4982.135060156218,855.7418867370595,,1507.966797698917
520017,1998-01,57593.70725165519,137416.4704779952,4929.374049481176,875.6711490783705,,1545.747747070247
520017,1999-01,60327.54762939479,134861.7269693802,4891.660207318089,704.6136151672368,,1575.422254016044
520017,2000-01,63126.790561017144,132335.08613954403,4870.644025170868,568.4678444213878,,1459.9821051269
520017,2001-01,64753.354965417646,130708.09600740983,4786.140379376189,521.234890161134,,1592.144432916177
520017,2002-01,66588.12880138546,128844.51372223013,4744.364540679899,455.50812326660184,,1728.455487719601
520017,2003-01,68150.05667354168,127280.74618725832,4713.920613732876,472.6491811401361,,1743.598019610472
520017,2004-01,69754.58323735201,125557.43817965631,4679.668082238733,544.7155342102045,,1824.56564182728
520017,2005-01,71519.01721325933,123728.16439015971,4668.165505175746,598.4853940673829,,1847.138172625616
520017,2006-01,72686.66945012323,122654.27355481999,4635.645362261929,525.5617731079099,,1858.82053497302
520017,2007-01,73612.7075527585,121892.80114348388,4603.899352032441,400.43834247436416,,1851.124284533576
520017,2008-01,74415.7456757143,121119.76848230847,4582.707213751195,384.18597142944276,,1858.563332079966
520017,2009-01,75273.91995057407,120215.40706009677,4536.004823895233,435.4736273498528,,1900.16521336656
520017,2010-01,75730.24205283243,119762.55639082822,4505.73310058591,463.1409296203602,,1899.298201415873
520017,2011-01,76200.64283703003,119266.9999855724,4492.674166577121,502.13814660034075,,1898.515539501806
520017,2012-01,76813.05392075742,118599.75353687219,4482.554233105442,568.3875134826658,,1897.221471063089
520017,2013-01,77747.52445078228,117670.9892098414,4466.898958905011,579.8071608947754,,1895.750894860699
520017,2014-01,78878.28649084491,116572.14858966821,4459.547619549541,571.2365810302731,,1879.751394189323
520017,2015-01,79985.03344321487,115467.30466513787,4432.907542858874,597.9661039978022,,1877.758920074334
520017,2016-01,81013.07837098338,114524.28586651839,4421.405250707997,550.041840429687,,1852.159346642948
520017,2017-01,81950.56106810659,113613.89442822471,4401.25196560058,547.1682907592768,,1848.094922588994
520017,2018-01,83544.13374397893,111937.17160201704,4367.004762042232,634.8191817382808,,1877.841385504033
520017,2019-01,84850.43196040101,110589.49328774355,4334.046484021002,661.5076221801758,,1925.491320928819
520017,2020-01,85661.11141614501,109845.01727107371,4311.81980438233,601.3579257751455,,1941.664257897817
520017,2021-01,86244.78179075375,109329.55349949942,4273.503763854991,561.8685567871084,,1951.263064379744
520017,2022-01,87194.59948478904,108495.23743726798,4160.62569179692,555.3723776672357,,1955.135683752302
520017,2023-01,87959.91711776749,107778.59466499937,4062.3617972290494,568.8523982116697,,1991.244697070175
520017,2024-01,88388.72482929801,107398.73637469663,4031.3968686584944,573.249937359619,,1968.862665264756
520020,1985-01,30759.055136601135,11908.301873516994,,28.34027978515627,,3189.655701275506
520020,1986-01,30991.48076505426,11711.861066205152,,23.48731538696292,,3158.523844531106
520020,1987-01,31059.910687747302,11636.802971649393,,22.0394551025391,,3166.599876678335
520020,1988-01,30876.452750321132,11815.072115295743,,22.29478008422855,,3171.533345477159
520020,1989-01,30220.353529671982,12480.953338653702,,22.5500659606934,,3161.496056890724
520020,1990-01,30306.495638504406,12392.344334155383,,22.46497117919926,,3164.048047338726
520020,1991-01,30618.964750808133,12073.406498162953,,23.741392175293,,3169.24035003038
520020,1992-01,30731.3099391524,11957.147259259164,,31.995791180419904,,3164.900001586773
520020,1993-01,31175.82758738075,11568.172999792623,,33.35731751708982,,3107.995086486679
520020,1994-01,31649.973513468034,11141.575327697883,,34.03808380737301,,3059.766066204716
520020,1995-01,32506.426108861135,10424.872619537413,,35.484693188476534,,2918.569569592175
520020,1996-01,32778.918665214645,10196.445478411993,,37.78229958496094,,2872.206547967423
520020,1997-01,33620.46781094747,9318.235224664531,,39.05873291015627,,2907.591222656141
520020,1998-01,34120.08497107185,8952.15283594994,,41.10093492431634,,2772.014249230852
520020,1999-01,34368.264515139264,8847.797942853045,,42.29226124877924,,2626.998271935918
520020,2000-01,34584.3004360744,8691.933597198771,,42.8028188476562,,2566.316139056287
520020,2001-01,34908.39525212076,8379.83473878196,,43.90904451904292,,2553.213955755496
520020,2002-01,34894.97472784103,8174.484864892832,,44.76002394409175,,2771.133374499406
520020,2003-01,34817.10697467813,8113.290026184265,,45.35569047851557,,2909.600299835088
520020,2004-01,34859.56786919108,7910.4008231203425,,45.525881829833935,,3069.858417034789
520020,2005-01,34941.03145580585,7834.126688830768,,45.78116643676751,,3064.413680102419
520020,2006-01,34838.710079671255,7936.8730171388725,,45.35566704101556,,3064.414227325322
520020,2007-01,34745.99117135225,7997.7787181093745,,45.35566334228509,,3096.227438372666
520020,2008-01,34918.46591159877,7959.095529528979,,46.37684941406243,,2961.4147006346566
520020,2009-01,34955.73542573464,8019.048599261627,,46.80233568115227,,2863.7666304991585
520020,2010-01,35000.834171321665,7993.682772772386,,48.334062036132735,,2842.5019850462772
520020,2011-01,34953.39368405364,7972.659818268009,,51.31247399291982,,2907.987014861954
520020,2012-01,35276.9437094995,7892.204462707704,,53.354419775390525,,2662.850399194227
520020,2013-01,35414.52054809114,7813.489112030193,,53.86500695190421,,2603.478324102671
520020,2014-01,35734.77033053739,7777.243714209157,,58.62849727783198,,2314.710449151498
520020,2015-01,35745.48803163586,7784.123218182515,,58.79868175048822,,2296.94305960682
520020,2016-01,35700.93182585679,7774.331531891048,,55.82235308837884,,2354.267280340456
520020,2017-01,35703.57122576574,7776.87923069475,,56.07759758300774,,2348.82493713367
520020,2018-01,35581.01635470273,7732.631462573439,,56.24798687133782,,2515.457187029901
520020,2019-01,35674.33589015215,7664.819618499902,,56.24798201904292,,2489.949500506468
520020,2020-01,35620.31019851412,7695.543945819244,,57.26912041625971,,2512.229726428102
520020,2021-01,35543.6144880775,7771.810613318024,,57.43930590209956,,2512.488583880494
520020,2022-01,35194.38795290867,7895.46844807145,,57.60950043334956,,2737.887089764296
520020,2023-01,34746.42202208089,8059.602037219389,,58.46019659423824,,3020.868735284298
520020,2024-01,34928.69065427664,8130.9762916505515,,70.45593540649412,,2755.230109844868
520025,1985-01,2584.210773974634,14111.210748278007,955.4957123840352,1098.005382781983,,432.8788727172847
520025,1986-01,2733.7281304016024,14016.209693688663,908.2154363647454,1099.2966239623988,,424.3516057189931
520025,1987-01,2938.6291917785175,13971.668222173867,781.5368879028383,1063.9794087707469,,425.9877795104979
520025,1988-01,3197.793051489192,13827.736194921485,668.7207838195843,1053.6390417175246,,433.9124181884763
520025,1989-01,3686.0244831787218,13545.586887767935,540.5786302001957,976.2158519165006,,433.3956370727533
520025,1990-01,4162.190364605673,13081.730969494463,494.8516858703628,1009.4605660888576,,433.5679040771479
520025,1991-01,4580.295437121456,12583.3550390568,458.50796809692326,1125.6445157348592,,433.998530126953
520025,1992-01,4719.2041793638955,12204.232560016018,429.91650871581953,1394.7943867736826,,433.6538552673338
520025,1993-01,4676.218003777936,11509.778299493215,400.8080405334469,2164.702253271483,,430.2948930603026
520025,1994-01,4466.085470550412,11020.43987896121,377.46755458984376,2887.9448116820745,,429.8637743530274
520025,1995-01,4310.297177807515,10591.771267425524,353.18067401733356,3500.9091241698384,,425.6432467163083
520025,1996-01,4206.535403546093,10414.84822449937,334.4918681457515,3809.2395350462693,,416.686458898925
520025,1997-01,4203.804773974542,10134.231697015355,323.9838088256836,4102.750424377443,,417.0307859436025
520025,1998-01,4319.318456274333,9886.177849206659,310.9791705871579,4250.448698840372,,414.8773152282707
520025,1999-01,4514.647699072144,9499.307878771991,297.1995469360351,4461.022612530534,,409.6237528259279
520025,2000-01,4746.727094964466,9180.412379870626,292.97905754394566,4553.867338842742,,407.8156189147961
520025,2001-01,5005.241313403106,8879.692111285452,288.58611552734385,4601.499906286575,,406.7820436340343
520025,2002-01,5296.148075115822,8584.5630356693,285.4855903503418,4608.908935937481,,406.6958530639659
520025,2003-01,5404.135310290403,8445.394928540323,281.43775842895525,4644.740588525323,,406.0929043518074
520025,2004-01,5415.579654980333,8409.658697113015,275.9264973999026,4673.423897015361,,407.2127436279308
520025,2005-01,5460.707652862446,8349.803346636789,271.6196702453615,4692.0274536132665,,407.6433667785655
520025,2006-01,5437.1883315306395,8337.063209667836,268.8638328186035,4731.903981024171,,406.7821350952157
520025,2007-01,5355.018153198119,8403.987961877257,266.8828993591305,4756.623502563489,,399.2889731384278
520025,2008-01,5298.253188159068,8437.238480401418,262.7498711914058,4785.132378948922,,398.427571435547
520025,2009-01,5144.601047180064,8545.41210605464,260.59695307006825,4830.352244756988,,400.839139074707
520025,2010-01,4925.23982417591,8729.288126404095,258.96065709838814,4870.746492565909,,397.5663898925783
520025,2011-01,4678.062609222339,8939.000347687146,257.15208196411066,4911.82877732546,,395.7576739379886
520025,2012-01,4539.144502270465,9014.102709888017,252.9324614746089,4979.347508325196,,396.2743081787113
520025,2013-01,4547.23776673574,8963.97935273478,244.75128146972622,5036.966106347684,,388.8669828491213
520025,2014-01,4543.874390215975,8908.94485265538,243.63140558471648,5097.517648797688,,387.8331928833009
520025,2015-01,4578.754625543125,8811.617609100715,238.80914402465797,5174.347628314257,,378.272483154297
520025,2016-01,4771.4102740599,8552.472658996427,234.58906060180627,5248.588093206683,,374.7414032714851
520025,2017-01,4913.757990093857,8323.73532675154,228.4749488403319,5343.761851299984,,372.0713731506356
520025,2018-01,4973.951400219578,8124.53581506336,226.66666149291993,5485.179069311373,,371.4685440490731
520025,2019-01,5135.41861480089,7865.052921258505,224.7720843811034,5577.596164398028,,378.9617052978517
520025,2020-01,5268.203338305558,7660.949569561779,222.8777990478515,5648.052833721712,,381.7179494995118
520025,2021-01,5314.878122747665,7556.995596685731,222.61922591552727,5715.83994261463,,371.4686021728526
520025,2022-01,5256.311470989854,7565.180143353212,222.44695522460933,5768.461434319932,,369.40148624878
520025,2023-01,5216.8679729002815,7524.363979687483,220.81102630004892,5846.741184985198,,373.0173262634278
520025,2024-01,5168.280184496935,7540.740337548803,217.10820803222649,5884.376856884627,,371.2959031738287
520030,1985-01,38865.501419811524,41312.70988978135,1803.5144455749426,2222.3224580322417,,481.2158762695313
520030,1986-01,40253.86620571223,40243.210803247,1521.715358734129,2194.022477679451,,472.4492440979005
520030,1987-01,39032.5150606513,41809.66076105232,1240.3577492553748,2112.646768597419,,490.083749914551
520030,1988-01,40302.07057458552,40943.47646709595,1038.5475302429204,1909.6168599731614,,491.5526575744628
520030,1989-01,40710.21774657072,40832.65359575217,837.7935337768555,1811.3267370971762,,493.2724762756348
520030,1990-01,41846.07186607452,39842.08531541799,745.2450111572265,1755.0662733642625,,496.7956234558109
