cod_mun,municipio,ano_mes,temp_media_c,temp_min_c,temp_max_c,temp_amplitude_c,precip_mm,umidade_relativa_pct
520280,AVELINOPOLIS,2018-10,25.56,19.44,36.88,17.44,6.4,72.6
520280,AVELINOPOLIS,2018-11,23.71,19.0,30.97,11.97,7.1,82.6
520280,AVELINOPOLIS,2018-12,24.08,18.91,31.52,12.61,6.5,80.1
520280,AVELINOPOLIS,2018-13,24.02,6.99,38.91,31.92,3.5,67.6
520280,AVELINOPOLIS,2019-01,24.62,17.72,32.29,14.57,4.2,76.4
520280,AVELINOPOLIS,2019-02,24.26,18.24,33.27,15.03,6.9,82.3
520280,AVELINOPOLIS,2019-03,23.96,19.02,29.98,10.96,5.5,83.9
520280,AVELINOPOLIS,2019-04,24.03,18.16,29.86,11.7,4.5,81.2
520280,AVELINOPOLIS,2019-05,22.69,12.77,31.16,18.39,0.9,75.9
520280,AVELINOPOLIS,2019-06,22.01,12.8,31.77,18.97,0.0,60.3
520280,AVELINOPOLIS,2019-07,22.52,6.49,33.4,26.91,0.0,46.3
520280,AVELINOPOLIS,2019-08,26.06,14.59,36.56,21.97,0.0,37.6
520280,AVELINOPOLIS,2019-09,29.41,19.47,40.52,21.05,0.3,31.4
520280,AVELINOPOLIS,2019-10,28.12,19.5,39.41,19.91,2.7,53.5
520280,AVELINOPOLIS,2019-11,26.31,19.32,36.63,17.31,4.0,69.5
520280,AVELINOPOLIS,2019-12,25.51,19.81,34.02,14.21,5.2,75.7
520280,AVELINOPOLIS,2019-13,24.96,6.49,40.52,34.03,2.8,64.4
520280,AVELINOPOLIS,2020-01,24.9,19.35,32.27,12.92,8.4,81.1
520280,AVELINOPOLIS,2020-02,23.99,18.96,30.41,11.45,10.8,84.7
520280,AVELINOPOLIS,2020-03,23.8,18.01,30.39,12.38,5.3,82.9
520280,AVELINOPOLIS,2020-04,23.14,15.15,30.18,15.03,3.8,82.3
520280,AVELINOPOLIS,2020-05,20.43,9.21,28.53,19.32,0.2,75.1
520280,AVELINOPOLIS,2020-06,21.59,11.62,30.18,18.56,0.0,66.8
520280,AVELINOPOLIS,2020-07,22.61,13.57,32.82,19.25,0.0,52.7
520280,AVELINOPOLIS,2020-08,24.75,13.06,37.0,23.94,0.0,40.5
520280,AVELINOPOLIS,2020-09,28.52,19.05,41.2,22.15,0.3,33.8
520280,AVELINOPOLIS,2020-10,27.51,19.82,42.21,22.39,5.5,58.2
520280,AVELINOPOLIS,2020-11,25.39,16.48,35.04,18.56,3.6,67.7
520280,AVELINOPOLIS,2020-12,25.42,18.59,36.62,18.03,5.5,73.0
520280,AVELINOPOLIS,2020-13,24.34,9.21,42.21,33.0,3.6,66.5
520280,AVELINOPOLIS,2021-01,25.27,17.12,33.88,16.76,4.7,73.0
520280,AVELINOPOLIS,2021-02,24.14,17.96,33.95,15.99,8.7,81.4
520280,AVELINOPOLIS,2021-03,23.35,16.66,31.34,14.68,3.9,78.1
520280,AVELINOPOLIS,2021-04,22.9,13.26,31.81,18.55,1.8,68.7
520280,AVELINOPOLIS,2021-05,23.15,13.84,33.82,19.98,0.4,59.9
520280,AVELINOPOLIS,2021-06,22.87,8.43,33.6,25.17,0.1,51.6
520280,AVELINOPOLIS,2021-07,21.94,7.96,33.24,25.28,0.0,37.2
520280,AVELINOPOLIS,2021-08,25.68,15.15,36.91,21.76,0.1,33.0
520280,AVELINOPOLIS,2021-09,29.16,17.83,40.21,22.38,1.5,32.2
520280,AVELINOPOLIS,2021-10,26.86,19.26,37.83,18.57,5.1,64.8
520280,AVELINOPOLIS,2021-11,24.0,19.05,31.92,12.87,8.9,82.5
520280,AVELINOPOLIS,2021-12,23.9,17.67,30.22,12.55,6.9,82.8
520280,AVELINOPOLIS,2021-13,24.43,7.96,40.21,32.25,3.5,62.0
520280,AVELINOPOLIS,2022-01,23.16,17.52,30.69,13.17,10.1,84.7
520280,AVELINOPOLIS,2022-02,23.34,18.09,29.82,11.73,9.6,85.5
520280,AVELINOPOLIS,2022-03,23.85,17.9,29.89,11.99,3.3,80.3
520280,AVELINOPOLIS,2022-04,23.03,11.98,30.04,18.06,0.6,75.5
520280,AVELINOPOLIS,2022-05,20.75,4.71,31.87,27.16,0.3,65.5
520280,AVELINOPOLIS,2022-06,22.18,11.86,31.76,19.9,0.0,56.2
520280,AVELINOPOLIS,2022-07,23.12,13.75,33.51,19.76,0.0,42.2
520280,AVELINOPOLIS,2022-08,24.98,10.31,35.5,25.19,0.0,35.3
520280,AVELINOPOLIS,2022-09,27.48,16.53,38.6,22.07,1.3,40.4
520280,AVELINOPOLIS,2022-10,26.87,18.39,38.76,20.37,3.2,58.2
520280,AVELINOPOLIS,2022-11,25.04,15.88,34.21,18.33,6.2,68.8
520280,AVELINOPOLIS,2022-12,23.19,17.68,30.03,12.35,9.5,85.0
520280,AVELINOPOLIS,2022-13,23.91,4.71,38.76,34.05,3.6,64.7
520280,AVELINOPOLIS,2023-01,23.03,18.7,29.01,10.31,8.8,85.2
520280,AVELINOPOLIS,2023-02,24.09,18.97,30.51,11.54,5.3,81.8
520280,AVELINOPOLIS,2023-03,23.21,15.95,29.85,13.9,6.2,82.6
520280,AVELINOPOLIS,2023-04,23.0,14.73,29.72,14.99,2.7,82.4
520280,AVELINOPOLIS,2023-05,20.39,11.78,28.87,17.09,0.1,72.5
520280,AVELINOPOLIS,2023-06,20.42,11.67,30.35,18.68,0.3,67.1
520280,AVELINOPOLIS,2023-07,22.48,11.86,32.88,21.02,0.0,53.1
520280,AVELINOPOLIS,2023-08,26.01,15.96,37.21,21.25,0.4,42.4
520280,AVELINOPOLIS,2023-09,29.35,18.91,39.88,20.97,1.1,42.2
520280,AVELINOPOLIS,2023-10,29.22,20.57,39.63,19.06,2.7,56.5
520280,AVELINOPOLIS,2023-11,28.45,19.69,40.5,20.81,5.0,59.6
520280,AVELINOPOLIS,2023-12,27.92,20.56,38.08,17.52,4.2,62.1
520280,AVELINOPOLIS,2023-13,24.8,11.67,40.5,28.83,3.0,65.5
520280,AVELINOPOLIS,2024-01,25.13,18.36,33.48,15.12,5.7,77.5
520280,AVELINOPOLIS,2024-02,25.13,18.11,34.73,16.62,4.7,75.9
520280,AVELINOPOLIS,2024-03,26.1,20.38,35.04,14.66,6.1,76.8
520280,AVELINOPOLIS,2024-04,24.94,17.02,34.02,17.0,2.5,74.4
520280,AVELINOPOLIS,2024-05,24.41,13.97,34.64,20.67,0.0,50.6
520280,AVELINOPOLIS,2024-06,23.87,15.05,33.27,18.22,0.0,43.4
520280,AVELINOPOLIS,2024-07,24.19,15.22,34.56,19.34,0.0,35.0
520280,AVELINOPOLIS,2024-08,25.09,10.75,36.89,26.14,0.0,30.7
520280,AVELINOPOLIS,2024-09,29.7,18.32,39.9,21.58,0.3,25.4
520280,AVELINOPOLIS,2024-10,27.72,19.8,41.12,21.32,8.9,59.4
520280,AVELINOPOLIS,2024-11,24.2,19.45,30.42,10.97,10.2,84.4
520280,AVELINOPOLIS,2024-12,24.37,17.98,31.33,13.35,4.2,82.4
520280,AVELINOPOLIS,2024-13,25.4,10.75,41.12,30.37,3.5,59.6
520280,AVELINOPOLIS,2025-01,24.16,18.93,30.96,12.03,5.3,83.6
520280,AVELINOPOLIS,2025-02,24.29,18.26,32.3,14.04,5.5,77.3
520280,AVELINOPOLIS,2025-03,24.96,18.18,32.7,14.52,3.9,73.5
520280,AVELINOPOLIS,2025-04,24.96,18.42,32.24,13.82,2.0,74.0
520280,AVELINOPOLIS,2025-05,23.6,14.11,33.35,19.24,0.1,56.5
520280,AVELINOPOLIS,2025-06,23.55,12.0,33.32,21.32,0.2,49.8
520280,AVELINOPOLIS,2025-07,23.29,13.67,34.25,20.58,0.0,40.5
520280,AVELINOPOLIS,2025-08,25.2,9.79,36.27,26.48,0.0,29.4
520280,AVELINOPOLIS,2025-09,28.38,19.07,38.53,19.46,0.7,34.1
520280,AVELINOPOLIS,2025-10,29.06,17.11,39.87,22.76,1.0,40.0
520280,AVELINOPOLIS,2025-11,28.08,17.14,38.42,21.28,2.3,54.8
520280,AVELINOPOLIS,2025-12,24.95,18.68,36.47,17.79,6.2,76.4
520280,AVELINOPOLIS,2025-13,25.37,9.79,39.87,30.08,2.2,57.4
520310,BALIZA,2017-01,24.84,19.08,33.3,14.22,5.4,77.5
520310,BALIZA,2017-02,24.24,18.86,30.09,11.23,7.5,84.0
520310,BALIZA,2017-03,25.12,19.58,31.79,12.21,5.3,79.2
520310,BALIZA,2017-04,24.68,16.53,31.79,15.26,1.9,74.7
520310,BALIZA,2017-05,24.47,16.41,31.81,15.4,1.4,67.7
520310,BALIZA,2017-06,23.2,14.86,32.65,17.79,0.0,54.9
520310,BALIZA,2017-07,21.69,11.11,31.49,20.38,0.0,45.3
520310,BALIZA,2017-08,26.12,13.96,36.73,22.77,0.1,37.0
520310,BALIZA,2017-09,27.55,16.17,37.39,21.22,1.2,31.6
520310,BALIZA,2017-10,29.06,16.33,40.67,24.34,0.7,43.9
520310,BALIZA,2017-11,25.54,16.87,34.31,17.44,8.0,74.5
520310,BALIZA,2017-12,24.55,19.29,30.18,10.89,7.5,83.8
520310,BALIZA,2017-13,25.09,11.11,40.67,29.56,3.2,62.7
520310,BALIZA,2018-01,24.69,18.43,32.84,14.41,6.3,79.6
520310,BALIZA,2018-02,24.9,19.7,31.59,11.89,4.5,79.5
520310,BALIZA,2018-03,25.17,19.41,32.42,13.01,4.5,79.6
520310,BALIZA,2018-04,23.79,15.61,31.37,15.76,1.7,75.8
520310,BALIZA,2018-05,23.28,8.11,32.35,24.24,0.6,56.5
520310,BALIZA,2018-06,23.63,14.95,32.04,17.09,0.0,52.4
520310,BALIZA,2018-07,23.98,13.87,33.52,19.65,0.0,41.8
520310,BALIZA,2018-08,26.37,13.49,35.91,22.42,0.2,37.4
520310,BALIZA,2018-09,27.16,12.89,37.9,25.01,1.4,43.5
520310,BALIZA,2018-10,26.94,19.71,36.13,16.42,5.9,67.0
520310,BALIZA,2018-11,24.26,20.1,30.98,10.88,12.4,86.6
520310,BALIZA,2018-12,25.07,19.13,32.41,13.28,5.1,79.3
520310,BALIZA,2018-13,24.94,8.11,37.9,29.79,3.5,64.8
520310,BALIZA,2019-01,25.55,19.5,33.99,14.49,4.6,74.6
520310,BALIZA,2019-02,25.14,19.61,33.19,13.58,7.8,79.8
520310,BALIZA,2019-03,24.98,19.71,31.22,11.51,3.5,80.3
520310,BALIZA,2019-04,25.18,19.41,31.79,12.38,2.8,77.2
520310,BALIZA,2019-05,24.11,14.37,31.88,17.51,0.5,67.6
520310,BALIZA,2019-06,22.87,13.19,31.59,18.4,0.0,54.2
520310,BALIZA,2019-07,22.87,7.87,32.93,25.06,0.0,45.2
520310,BALIZA,2019-08,25.98,14.85,36.51,21.66,0.0,41.2
520310,BALIZA,2019-09,29.77,19.67,39.83,20.16,0.1,34.3
520310,BALIZA,2019-10,28.33,20.71,38.77,18.06,2.5,54.6
520310,BALIZA,2019-11,27.08,19.72,34.95,15.23,3.7,65.8
520310,BALIZA,2019-12,25.77,19.63,31.95,12.32,5.2,76.4
520310,BALIZA,2019-13,25.63,7.87,39.83,31.96,2.5,62.5
520310,BALIZA,2020-01,26.19,20.98,33.69,12.71,5.7,77.4
520310,BALIZA,2020-02,25.14,20.45,31.46,11.01,8.4,82.2
520310,BALIZA,2020-03,24.7,18.25,32.5,14.25,4.4,80.5
520310,BALIZA,2020-04,24.69,16.65,32.42,15.77,1.8,75.1
520310,BALIZA,2020-05,22.41,11.08,31.16,20.08,1.1,62.7
520310,BALIZA,2020-06,23.7,14.11,32.41,18.3,0.0,55.8
520310,BALIZA,2020-07,24.28,14.86,33.25,18.39,0.0,43.3
520310,BALIZA,2020-08,25.71,14.87,37.3,22.43,0.0,36.0
520310,BALIZA,2020-09,29.27,18.9,40.52,21.62,0.5,32.7
520310,BALIZA,2020-10,29.39,21.34,42.32,20.98,2.6,50.9
520310,BALIZA,2020-11,27.27,18.5,36.34,17.84,1.6,56.6
520310,BALIZA,2020-12,26.8,18.86,37.77,18.91,4.5,67.7
520310,BALIZA,2020-13,25.79,11.08,42.32,31.24,2.5,60.0
520310,BALIZA,2021-01,25.63,18.27,32.77,14.5,5.3,73.7
520310,BALIZA,2021-02,25.81,19.0,34.26,15.26,7.3,74.7
520310,BALIZA,2021-03,24.2,18.42,32.87,14.45,3.6,76.5
520310,BALIZA,2021-04,25.08,15.85,33.5,17.65,1.2,57.1
520310,BALIZA,2021-05,24.77,15.81,33.79,17.98,1.8,52.1
520310,BALIZA,2021-06,23.5,9.65,33.27,23.62,0.4,51.1
520310,BALIZA,2021-07,22.99,7.7,33.87,26.17,0.0,33.9
520310,BALIZA,2021-08,26.47,15.6,36.93,21.33,0.0,32.5
520310,BALIZA,2021-09,30.45,19.49,40.96,21.47,0.1,29.6
520310,BALIZA,2021-10,28.28,21.3,39.3,18.0,4.4,58.7
520310,BALIZA,2021-11,24.85,20.24,31.79,11.55,8.2,83.0
520310,BALIZA,2021-12,24.43,16.09,30.5,14.41,10.3,83.7
520310,BALIZA,2021-13,25.53,7.7,40.96,33.26,3.5,58.8
520310,BALIZA,2022-01,24.07,19.53,31.37,11.84,9.8,85.2
520310,BALIZA,2022-02,24.19,19.65,30.54,10.89,7.7,85.3
520310,BALIZA,2022-03,24.6,19.18,30.72,11.54,4.7,81.5
520310,BALIZA,2022-04,24.47,13.41,31.51,18.1,0.4,69.2
520310,BALIZA,2022-05,21.76,6.15,31.45,25.3,0.1,57.8
520310,BALIZA,2022-06,22.89,12.24,31.44,19.2,0.2,56.2
520310,BALIZA,2022-07,23.2,13.31,32.92,19.61,0.0,43.9
520310,BALIZA,2022-08,24.79,9.18,35.14,25.96,0.2,38.1
520310,BALIZA,2022-09,27.62,17.41,37.97,20.56,1.6,42.6
520310,BALIZA,2022-10,26.96,18.58,36.88,18.3,4.3,59.8
520310,BALIZA,2022-11,26.39,15.5,35.91,20.41,2.2,59.0
520310,BALIZA,2022-12,24.57,18.66,32.44,13.78,8.6,81.5
520310,BALIZA,2022-13,24.62,6.15,37.97,31.82,3.3,63.2
520310,BALIZA,2023-01,23.96,19.46,29.86,10.4,8.5,85.0
520310,BALIZA,2023-02,25.04,19.16,32.12,12.96,3.3,78.7
520310,BALIZA,2023-03,24.38,17.76,31.74,13.98,5.5,79.4
520310,BALIZA,2023-04,24.55,15.57,31.34,15.77,2.3,75.4
520310,BALIZA,2023-05,23.54,13.02,31.88,18.86,0.1,55.3
520310,BALIZA,2023-06,22.38,12.4,32.16,19.76,0.3,54.1
520310,BALIZA,2023-07,24.23,13.92,33.74,19.82,0.0,43.2
520310,BALIZA,2023-08,27.12,17.66,36.92,19.26,0.5,39.8
520310,BALIZA,2023-09,30.06,20.06,40.49,20.43,0.8,41.5
520310,BALIZA,2023-10,30.7,23.47,40.11,16.64,2.3,49.2
520310,BALIZA,2023-11,29.79,21.42,40.09,18.67,3.8,53.2
520310,BALIZA,2023-12,29.13,21.98,38.77,16.79,3.9,56.3
520310,BALIZA,2023-13,26.24,12.4,40.49,28.09,2.6,59.1
520310,BALIZA,2024-01,26.78,20.71,35.04,14.33,3.5,70.0
520310,BALIZA,2024-02,26.67,20.8,35.25,14.45,5.3,71.0
520310,BALIZA,2024-03,27.43,20.58,36.31,15.73,3.5,70.0
520310,BALIZA,2024-04,25.92,17.99,34.01,16.02,2.4,72.4
520310,BALIZA,2024-05,26.28,16.14,35.73,19.59,0.0,42.5
520310,BALIZA,2024-06,24.73,15.83,33.27,17.44,0.0,39.9
520310,BALIZA,2024-07,25.02,15.36,34.95,19.59,0.0,34.8
520310,BALIZA,2024-08,25.85,11.83,37.29,25.46,0.0,30.3
520310,BALIZA,2024-09,30.17,18.13,40.13,22.0,0.1,26.3
520310,BALIZA,2024-10,29.01,21.03,41.95,20.92,5.5,54.9
520310,BALIZA,2024-11,25.22,20.47,31.65,11.18,7.9,82.6
520310,BALIZA,2024-12,25.54,20.66,32.82,12.16,5.7,79.3
520310,BALIZA,2024-13,26.55,11.83,41.95,30.12,2.8,56.1
520310,BALIZA,2025-01,25.74,20.26,32.8,12.54,3.8,77.7
520310,BALIZA,2025-02,25.82,19.73,36.53,16.8,5.9,71.2
520310,BALIZA,2025-03,26.41,20.28,35.25,14.97,3.6,69.4
520310,BALIZA,2025-04,26.18,18.73,33.27,14.54,2.2,69.2
520310,BALIZA,2025-05,25.06,15.15,34.25,19.1,0.5,48.9
520310,BALIZA,2025-06,24.73,13.97,33.88,19.91,0.2,46.5
520310,BALIZA,2025-07,23.83,14.29,34.34,20.05,0.0,40.6
520310,BALIZA,2025-08,25.84,11.09,36.49,25.4,0.0,31.6
520310,BALIZA,2025-09,29.9,19.74,39.53,19.79,0.3,31.1
520310,BALIZA,2025-10,30.14,19.79,40.2,20.41,0.9,38.2
520310,BALIZA,2025-11,29.51,17.86,39.6,21.74,1.6,47.8
520310,BALIZA,2025-12,25.58,19.87,38.97,19.1,7.0,76.7
520310,BALIZA,2025-13,26.56,11.09,40.2,29.11,2.1,54.0
520320,BARRO ALTO,2017-01,26.06,18.47,36.71,18.24,3.9,70.4
520320,BARRO ALTO,2017-02,24.19,17.63,31.47,13.84,6.7,81.2
520320,BARRO ALTO,2017-03,25.81,19.35,34.63,15.28,4.3,73.7
520320,BARRO ALTO,2017-04,25.61,17.99,34.3,16.31,3.2,71.8
520320,BARRO ALTO,2017-05,26.02,16.58,35.29,18.71,0.7,57.7
520320,BARRO ALTO,2017-06,25.67,16.0,36.26,20.26,0.0,42.2
520320,BARRO ALTO,2017-07,22.79,13.7,33.45,19.75,0.2,40.0
520320,BARRO ALTO,2017-08,26.56,14.49,37.73,23.24,0.3,32.0
520320,BARRO ALTO,2017-09,27.7,16.63,37.95,21.32,0.1,29.1
520320,BARRO ALTO,2017-10,30.27,20.0,41.8,21.8,1.1,34.1
520320,BARRO ALTO,2017-11,24.92,17.28,34.28,17.0,7.8,78.3
520320,BARRO ALTO,2017-12,24.38,18.91,32.14,13.23,7.7,81.9
520320,BARRO ALTO,2017-13,25.84,13.7,41.8,28.1,3.0,57.5
520320,BARRO ALTO,2018-01,24.92,18.1,34.21,16.11,4.7,76.1
520320,BARRO ALTO,2018-02,24.52,18.34,32.7,14.36,5.8,80.8
520320,BARRO ALTO,2018-03,24.99,18.15,33.07,14.92,3.6,79.1
520320,BARRO ALTO,2018-04,24.18,17.35,32.94,15.59,2.5,75.6
520320,BARRO ALTO,2018-05,24.68,13.32,34.74,21.42,1.0,56.2
520320,BARRO ALTO,2018-06,25.31,16.06,35.79,19.73,0.0,42.3
520320,BARRO ALTO,2018-07,25.01,15.55,34.89,19.34,0.0,37.0
520320,BARRO ALTO,2018-08,27.35,17.37,37.17,19.8,0.6,37.6
520320,BARRO ALTO,2018-09,29.16,17.07,39.64,22.57,0.7,34.0
520320,BARRO ALTO,2018-10,27.06,20.67,37.64,16.97,5.2,66.5
520320,BARRO ALTO,2018-11,24.32,18.97,32.46,13.49,7.9,82.2
520320,BARRO ALTO,2018-12,24.5,18.42,31.47,13.05,6.2,80.0
520320,BARRO ALTO,2018-13,25.51,13.32,39.64,26.32,3.2,62.2
520320,BARRO ALTO,2019-01,26.06,18.81,36.9,18.09,2.5,70.3
520320,BARRO ALTO,2019-02,25.96,19.46,37.58,18.12,6.3,75.2
520320,BARRO ALTO,2019-03,24.71,19.5,31.54,12.04,7.6,82.6
520320,BARRO ALTO,2019-04,24.68,18.19,30.28,12.09,5.5,81.1
520320,BARRO ALTO,2019-05,24.24,15.96,33.85,17.89,0.7,71.9
520320,BARRO ALTO,2019-06,24.54,16.04,34.4,18.36,0.1,49.7
520320,BARRO ALTO,2019-07,24.75,14.51,34.96,20.45,0.0,37.6
520320,BARRO ALTO,2019-08,27.37,16.66,37.69,21.03,0.0,33.7
520320,BARRO ALTO,2019-09,30.09,19.88,40.96,21.08,0.4,28.8
520320,BARRO ALTO,2019-10,29.22,20.75,39.9,19.15,2.6,48.5
520320,BARRO ALTO,2019-11,27.39,20.34,38.48,18.14,4.7,66.4
520320,BARRO ALTO,2019-12,26.71,19.61,36.8,17.19,3.4,70.5
520320,BARRO ALTO,2019-13,26.31,14.51,40.96,26.45,2.8,59.6
520320,BARRO ALTO,2020-01,25.61,20.71,35.27,14.56,8.3,79.1
520320,BARRO ALTO,2020-02,24.72,19.39,31.67,12.28,12.1,83.4
520320,BARRO ALTO,2020-03,24.14,18.42,30.29,11.87,9.8,85.6
520320,BARRO ALTO,2020-04,23.83,15.67,30.64,14.97,4.2,82.9
520320,BARRO ALTO,2020-05,21.86,11.28,29.87,18.59,0.5,76.0
520320,BARRO ALTO,2020-06,23.4,13.68,32.89,19.21,0.0,59.0
520320,BARRO ALTO,2020-07,24.69,16.7,34.63,17.93,0.0,41.9
520320,BARRO ALTO,2020-08,26.41,15.26,37.92,22.66,0.0,37.4
520320,BARRO ALTO,2020-09,28.75,19.08,40.89,21.81,0.6,34.9
520320,BARRO ALTO,2020-10,28.06,19.97,42.53,22.56,4.8,57.7
520320,BARRO ALTO,2020-11,25.18,17.18,33.41,16.23,4.8,75.3
520320,BARRO ALTO,2020-12,26.46,18.92,36.34,17.42,4.6,69.5
520320,BARRO ALTO,2020-13,25.26,11.28,42.53,31.25,4.1,65.1
520320,BARRO ALTO,2021-01,26.32,18.66,35.93,17.27,4.4,70.1
520320,BARRO ALTO,2021-02,24.54,19.56,35.11,15.55,11.4,81.5
520320,BARRO ALTO,2021-03,24.01,17.32,31.28,13.96,3.5,77.7
520320,BARRO ALTO,2021-04,23.56,14.91,32.22,17.31,2.6,73.9
520320,BARRO ALTO,2021-05,25.08,15.43,36.53,21.1,0.0,56.5
520320,BARRO ALTO,2021-06,25.18,12.77,35.6,22.83,0.3,44.9
520320,BARRO ALTO,2021-07,24.2,13.6,35.48,21.88,0.0,36.6
520320,BARRO ALTO,2021-08,26.35,16.09,37.82,21.73,0.1,32.9
520320,BARRO ALTO,2021-09,30.31,19.15,40.61,21.46,0.3,26.8
520320,BARRO ALTO,2021-10,28.71,20.03,40.1,20.07,3.4,56.5
520320,BARRO ALTO,2021-11,24.48,18.71,33.4,14.69,8.4,81.4
520320,BARRO ALTO,2021-12,24.21,18.46,29.94,11.48,8.8,85.1
520320,BARRO ALTO,2021-13,25.58,12.77,40.61,27.84,3.5,60.2
520320,BARRO ALTO,2022-01,23.56,16.87,30.12,13.25,11.3,85.0
520320,BARRO ALTO,2022-02,23.78,19.0,29.98,10.98,9.2,84.5
520320,BARRO ALTO,2022-03,24.54,18.02,30.99,12.97,2.7,78.9
520320,BARRO ALTO,2022-04,25.57,17.33,34.09,16.76,0.7,66.2
520320,BARRO ALTO,2022-05,24.72,7.94,35.85,27.91,0.1,47.7
520320,BARRO ALTO,2022-06,25.15,15.23,35.71,20.48,0.0,40.3
520320,BARRO ALTO,2022-07,24.36,15.06,34.75,19.69,0.0,38.7
520320,BARRO ALTO,2022-08,26.57,16.62,36.86,20.24,0.0,32.7
520320,BARRO ALTO,2022-09,28.26,16.12,39.13,23.01,1.0,39.1
520320,BARRO ALTO,2022-10,29.05,20.63,39.81,19.18,2.1,46.3
520320,BARRO ALTO,2022-11,25.1,17.39,33.43,16.04,6.9,74.0
520320,BARRO ALTO,2022-12,23.56,19.2,30.47,11.27,10.7,85.5
520320,BARRO ALTO,2022-13,25.36,7.94,39.81,31.87,3.7,59.8
520320,BARRO ALTO,2023-01,23.81,18.2,29.93,11.73,5.5,83.6
520320,BARRO ALTO,2023-02,25.22,19.3,31.94,12.64,3.4,76.2
520320,BARRO ALTO,2023-03,24.23,17.1,32.08,14.98,5.2,79.2
520320,BARRO ALTO,2023-04,25.18,18.29,34.2,15.91,1.9,73.4
520320,BARRO ALTO,2023-05,25.5,15.31,35.51,20.2,0.1,49.4
520320,BARRO ALTO,2023-06,25.61,16.26,35.01,18.75,0.0,41.6
520320,BARRO ALTO,2023-07,25.7,15.15,35.69,20.54,0.0,36.8
520320,BARRO ALTO,2023-08,27.46,17.85,37.95,20.1,0.6,36.7
520320,BARRO ALTO,2023-09,30.54,19.9,40.95,21.05,0.6,36.2
520320,BARRO ALTO,2023-10,30.57,22.23,41.03,18.8,2.0,50.0
520320,BARRO ALTO,2023-11,29.64,20.3,42.28,21.98,3.2,54.3
520320,BARRO ALTO,2023-12,28.66,19.26,38.93,19.67,4.9,60.0
520320,BARRO ALTO,2023-13,26.85,15.15,42.28,27.13,2.3,56.3
520320,BARRO ALTO,2024-01,25.3,20.08,33.37,13.29,8.1,82.0
520320,BARRO ALTO,2024-02,25.58,19.02,34.38,15.36,3.7,76.4
520320,BARRO ALTO,2024-03,27.23,20.93,36.42,15.49,5.5,73.7
520320,BARRO ALTO,2024-04,26.79,19.61,36.33,16.72,1.9,68.3
520320,BARRO ALTO,2024-05,27.32,17.41,37.43,20.02,0.0,36.5
520320,BARRO ALTO,2024-06,25.42,16.18,34.46,18.28,0.0,38.9
520320,BARRO ALTO,2024-07,25.34,15.33,35.56,20.23,0.0,32.6
520320,BARRO ALTO,2024-08,26.84,14.97,37.63,22.66,0.0,30.0
520320,BARRO ALTO,2024-09,30.02,18.92,40.77,21.85,0.1,24.1
520320,BARRO ALTO,2024-10,28.81,20.69,42.42,21.73,4.9,55.5
520320,BARRO ALTO,2024-11,25.11,19.87,31.61,11.74,6.3,80.3
520320,BARRO ALTO,2024-12,26.26,18.86,33.97,15.11,3.5,73.3
520320,BARRO ALTO,2024-13,26.67,14.97,42.42,27.45,2.8,55.9
520320,BARRO ALTO,2025-01,25.06,19.27,33.36,14.09,8.3,80.8
520320,BARRO ALTO,2025-02,25.75,19.04,36.06,17.02,3.1,70.7
520320,BARRO ALTO,2025-03,27.96,19.89,39.08,19.19,3.4,60.2
520320,BARRO ALTO,2025-04,27.68,20.63,37.02,16.39,1.0,62.7
520320,BARRO ALTO,2025-05,26.9,17.26,36.78,19.52,0.1,43.1
520320,BARRO ALTO,2025-06,25.03,14.66,35.53,20.87,0.6,46.4
520320,BARRO ALTO,2025-07,24.95,15.81,35.34,19.53,0.0,36.7
520320,BARRO ALTO,2025-08,27.12,13.75,37.27,23.52,0.0,29.0
520320,BARRO ALTO,2025-09,29.65,20.18,39.89,19.71,0.4,31.0
520320,BARRO ALTO,2025-10,29.05,17.72,41.17,23.45,2.2,42.9
520320,BARRO ALTO,2025-11,28.24,18.61,38.71,20.1,3.1,58.7
520320,BARRO ALTO,2025-12,25.07,18.8,35.06,16.26,6.5,77.6
520320,BARRO ALTO,2025-13,26.87,13.75,41.17,27.42,2.4,53.2
520330,BELA VISTA DE GOIAS,2017-01,23.79,17.96,34.33,16.37,6.4,76.7
520330,BELA VISTA DE GOIAS,2017-02,22.61,14.82,29.2,14.38,6.9,82.2
520330,BELA VISTA DE GOIAS,2017-03,23.57,17.5,30.54,13.04,3.8,77.5
520330,BELA VISTA DE GOIAS,2017-04,23.16,15.43,30.94,15.51,2.4,77.0
520330,BELA VISTA DE GOIAS,2017-05,22.1,11.69,30.86,19.17,1.9,71.2
520330,BELA VISTA DE GOIAS,2017-06,20.93,12.03,30.91,18.88,0.0,60.6
520330,BELA VISTA DE GOIAS,2017-07,19.06,8.8,30.06,21.26,0.0,50.0
520330,BELA VISTA DE GOIAS,2017-08,23.92,12.35,35.42,23.07,0.0,37.1
520330,BELA VISTA DE GOIAS,2017-09,24.83,13.76,35.01,21.25,0.5,34.2
520330,BELA VISTA DE GOIAS,2017-10,26.82,16.89,39.2,22.31,2.4,45.2
520330,BELA VISTA DE GOIAS,2017-11,23.61,14.43,32.45,18.02,6.5,76.8
520330,BELA VISTA DE GOIAS,2017-12,23.16,17.39,30.58,13.19,8.1,82.0
