cod_mun,ano_mes,pct_territorio_queimado
521000,2020-01,0.756
521000,2021-01,0.7646
521000,2022-01,0.9845
521000,2023-01,0.297
521000,2024-01,0.7883
521000,2025-01,
521010,2017-01,0.2609
521010,2018-01,0.0578
521010,2020-01,0.1614
521010,2021-01,0.0978
521010,2022-01,0.0767
521010,2023-01,0.0537
521010,2024-01,0.1624
521010,2025-01,
521015,2017-01,0.9045
521015,2018-01,0.9064
521015,2020-01,1.38
521015,2021-01,1.3936
521015,2022-01,1.3513
521015,2023-01,1.5588
521015,2024-01,3.5576
521015,2025-01,
521020,2017-01,0.197
521020,2018-01,0.2784
521020,2020-01,0.6597
521020,2021-01,0.8165
521020,2022-01,0.4574
521020,2023-01,0.7809
521020,2024-01,1.3893
521020,2025-01,
521030,2017-01,0.1762
521030,2018-01,0.0255
521030,2020-01,0.437
521030,2021-01,0.2499
521030,2022-01,0.428
521030,2023-01,0.641
521030,2024-01,0.0476
521030,2025-01,
521040,2017-01,0.8582
521040,2018-01,0.6508
521040,2020-01,1.3528
521040,2021-01,0.6412
521040,2022-01,1.1865
521040,2023-01,0.6376
521040,2024-01,1.4806
521040,2025-01,
521056,2017-01,0.8732
521056,2018-01,0.5798
521056,2020-01,2.1848
521056,2021-01,0.74
521056,2022-01,3.0478
521056,2023-01,1.9577
521056,2024-01,0.8599
521056,2025-01,
521060,2017-01,0.1079
521060,2018-01,0.3118
521060,2020-01,0.3533
521060,2021-01,0.2748
521060,2022-01,0.0907
521060,2023-01,0.1863
521060,2024-01,0.2588
521060,2025-01,
521080,2017-01,0.1861
521080,2018-01,0.0105
521080,2020-01,0.5968
521080,2021-01,0.0534
521080,2022-01,0.0711
521080,2023-01,0.0605
521080,2024-01,0.6467
521080,2025-01,
521090,2017-01,0.4822
521090,2018-01,0.4146
521090,2020-01,0.7392
521090,2021-01,0.2869
521090,2022-01,1.1499
521090,2023-01,0.2887
521090,2024-01,0.2958
521090,2025-01,
521100,2017-01,0.0957
521100,2018-01,0.3993
521100,2020-01,0.0517
521100,2021-01,0.05
521100,2022-01,0.0462
521100,2023-01,0.0265
521100,2024-01,0.0534
521100,2025-01,
521120,2017-01,0.3326
521120,2018-01,0.4748
521120,2020-01,0.1753
521120,2021-01,0.0728
521120,2022-01,0.5717
521120,2023-01,0.1118
521120,2024-01,0.656
521120,2025-01,
521130,2017-01,0.1269
521130,2018-01,0.0959
521130,2020-01,0.9489
521130,2021-01,0.1198
521130,2022-01,0.2266
521130,2023-01,0.1507
521130,2024-01,0.6496
521130,2025-01,
521140,2017-01,0.3691
521140,2018-01,0.102
521140,2020-01,0.3259
521140,2021-01,0.5202
521140,2022-01,0.3125
521140,2023-01,0.0601
521140,2024-01,2.1756
521140,2025-01,
521150,2017-01,2.6462
521150,2018-01,1.132
521150,2020-01,2.5893
521150,2021-01,2.8256
521150,2022-01,0.9856
521150,2023-01,0.8202
521150,2024-01,3.8219
521150,2025-01,
521160,2017-01,0.1119
521160,2018-01,0.0958
521160,2020-01,0.3651
521160,2021-01,0.1201
521160,2022-01,0.056
521160,2023-01,0.0552
521160,2024-01,0.392
521160,2025-01,
521170,2017-01,0.1633
521170,2018-01,0.3678
521170,2020-01,0.4185
521170,2021-01,0.1938
521170,2022-01,0.2709
521170,2023-01,0.0874
521170,2024-01,0.3353
521170,2025-01,
521180,2017-01,0.5211
521180,2018-01,0.6218
521180,2020-01,0.8335
521180,2021-01,0.6432
521180,2022-01,1.0339
521180,2023-01,0.5023
521180,2024-01,0.4623
521180,2025-01,
521190,2017-01,0.3048
521190,2018-01,0.1111
521190,2020-01,0.5151
521190,2021-01,0.4347
521190,2022-01,0.253
521190,2023-01,0.1358
521190,2024-01,3.8334
521190,2025-01,
521200,2017-01,0.4466
521200,2018-01,0.1317
521200,2020-01,0.7993
521200,2021-01,0.9325
521200,2022-01,0.258
521200,2023-01,0.8379
521200,2024-01,0.1321
521200,2025-01,
521205,2017-01,0.5312
521205,2018-01,0.6913
521205,2020-01,1.1662
521205,2021-01,0.6124
521205,2022-01,0.4124
521205,2023-01,3.7416
521205,2024-01,0.1297
521205,2025-01,
521210,2017-01,0.0079
521210,2018-01,0.2376
521210,2020-01,0.0188
521210,2021-01,0.1057
521210,2022-01,0.005
521210,2023-01,0.187
521210,2024-01,0.6597
521210,2025-01,
521220,2017-01,0.1466
521220,2018-01,0.0566
521220,2020-01,0.4931
521220,2021-01,0.8119
521220,2022-01,0.5578
521220,2023-01,0.2255
521220,2024-01,0.7288
521220,2025-01,
521225,2017-01,0.0
521225,2018-01,0.0138
521225,2020-01,0.02
521225,2021-01,0.0612
521225,2022-01,0.0847
521225,2023-01,0.0359
521225,2024-01,0.8155
521225,2025-01,
521230,2017-01,0.3021
521230,2018-01,0.1425
521230,2020-01,0.2592
521230,2021-01,0.6332
521230,2022-01,0.5465
521230,2023-01,0.0369
521230,2024-01,0.2036
521230,2025-01,
521250,2017-01,0.3343
521250,2018-01,0.1794
521250,2020-01,0.3115
521250,2021-01,0.5162
521250,2022-01,0.2194
521250,2023-01,0.164
521250,2024-01,0.3884
521250,2025-01,
521260,2017-01,0.0825
521260,2018-01,0.6309
521260,2020-01,0.2058
521260,2021-01,0.1142
521260,2022-01,0.0708
521260,2023-01,0.0
521260,2024-01,0.1098
521260,2025-01,
521270,2017-01,7.7872
521270,2018-01,1.268
521270,2020-01,0.2482
521270,2021-01,18.9688
521270,2022-01,3.8515
521270,2023-01,0.4758
521270,2024-01,0.3778
521270,2025-01,
521280,2017-01,0.4991
521280,2018-01,0.3701
521280,2020-01,0.6629
521280,2021-01,0.0709
521280,2022-01,0.0533
521280,2023-01,0.0633
521280,2024-01,0.0579
521280,2025-01,
521290,2017-01,0.0196
521290,2018-01,0.0
521290,2020-01,0.0758
521290,2021-01,0.0
521290,2022-01,0.2291
521290,2023-01,0.0499
521290,2024-01,0.3097
521290,2025-01,
521295,2017-01,0.2954
521295,2018-01,0.2521
521295,2020-01,0.5309
521295,2021-01,0.0199
521295,2022-01,0.9067
521295,2023-01,0.041
521295,2024-01,0.0769
521295,2025-01,
521300,2017-01,3.3607
521300,2018-01,2.2644
521300,2020-01,0.796
