cod_mun;Município;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
520005;ABADIA DE GOIAS;109,8;127,45;98,04;222,83;85,31;116,3;94,16;105,19;74;52,55;63,27;55,27;73,23
520010;ABADIANIA;144,69;92,74;101,68;104,35;74,63;49,39;56,8;59,71;92,19;58,82;91,18;92,13;121,93
520013;ACREUNA;105,64;98,12;96,99;112,68;85,62;110,58;88,7;86,64;102,8;80,44;82,29;89,8;86,56
520015;ADELANDIA;103,7;48,15;174,07;129,63;110,71;96,15;166,67;147,62;92;104,55;118,18;29,17;135,29
520017;AGUA FRIA DE GOIAS;104,44;153,33;117,78;108,16;32,08;103,92;134,55;100;136,17;120,45;168,18;155,77;100
520020;AGUA LIMPA;176,92;84,62;100;127,27;85;123,53;82,61;121,74;126,32;113,64;77,27;136,36;172,73
520025;AGUAS LINDAS DE GOIAS;102,09;94,98;64,87;87,97;69,59;104,33;40,26;49,55;58,32;43,32;75,32;77,94;72,38
520030;ALEXANIA;103,43;124,61;102,18;106,53;115,54;84,47;94,74;101,25;77,34;54,23;70,94;58,54;84,71
520050;ALOANDIA;83,33;54,17;87,5;100;100;120;96,88;65,62;73,91;80;146,67;120;55,17
520055;ALTO HORIZONTE;100;126,15;163,08;102,56;104,44;138,67;111,58;127,37;111,46;82,11;104,07;93,69;74,59
520060;ALTO PARAISO DE GOIAS;119,61;123,53;97,06;112,36;87,88;95,05;145,56;123,33;77,27;60,69;88,28;89,38;87,77
520080;ALVORADA DO NORTE;90,67;88,67;92;168;69,39;117,89;95,52;87,31;92,91;69,85;85,29;90,6;77,46
520082;AMARALINA;110;160;180;82,76;70;90,48;122,73;95,45;84;96,15;107,69;55,56;145
520085;AMERICANO DO BRASIL;92,06;134,92;136,51;141,43;87,63;92,31;86,25;81,25;170,83;64,29;73,81;66,27;59,38
520090;AMORINOPOLIS;75,56;75,56;102,22;85,37;78,05;135,48;73,17;70,73;131,43;52,63;89,47;67,57;52,94
520110;ANAPOLIS;88,69;97,11;74,28;113,55;109,17;94,73;88,54;83,12;78,96;58,86;84,29;73,31;63,46
520120;ANHANGUERA;90;110;80;142,86;140;30,77;200;112,5;61,54;100;171,43;62,5;112,5
520130;ANICUNS;88,24;95,29;65,1;134,11;51,12;48,83;50,93;54,17;69,01;81,63;111,22;62,2;104,19
520140;APARECIDA DE GOIANIA;95,83;130,54;97,63;105,92;99,37;120,32;100,36;66,33;79,17;75,22;69,32;32,46;79,63
520145;APARECIDA DO RIO DOCE;128,57;110,71;150;135,71;133,33;255;132,5;122,5;130,56;208,33;166,67;100;129,03
520150;APORE;113,56;88,14;105,08;150,98;121,21;88,57;74,65;66,2;81,25;83,08;69,23;63,24;123,53
520160;ARACU;88,89;84,44;86,67;219,23;164,29;103,23;82,61;80,43;115,15;49,12;57,89;46,34;104
520170;ARAGARCAS;71,76;93,02;64,78;74,85;81,53;91,13;69,81;56,49;88,14;93,42;71,19;71,37;105,03
520180;ARAGOIANIA;128,95;91,23;104,39;170,91;78,63;58,27;94,69;130,97;94,7;77,95;81,1;79,7;86,96
520215;ARAGUAPAZ;77,08;104,17;95,83;120,93;89,19;138,33;206,38;172,34;96,59;66,3;47,83;92,59;94,12
520235;ARENOPOLIS;138,71;135,48;100;129,03;124,24;107,69;62,79;76,74;117,14;138,46;89,74;42,86;97,3
520250;ARUANA;143,42;157,89;115,79;198,67;102,56;88,12;45,77;52,11;101,98;53,33;50;55;89,69
520260;AURILANDIA;93,75;125;143,75;76,19;67,57;132,14;85,71;91,43;112;78,57;75;120;109,68
520280;AVELINOPOLIS;136,36;93,94;96,97;235;112;213,04;173,68;210,53;127,27;166,67;150;76;147,83
520310;BALIZA;67,65;70,59;85,29;53,66;64,52;57,89;44;24;70,83;45,16;80,65;58,06;139,39
520320;BARRO ALTO;123;126;102;151,2;96,67;121,05;109,92;112,4;61,9;36,88;53,19;71,95;68,52
520330;BELA VISTA DE GOIAS;105,57;99,67;75,41;127,11;103,99;95,07;67,95;91,78;80,63;47,72;36,01;27,62;48,73
520340;BOM JARDIM DE GOIAS;125,58;98,84;102,33;112,5;61,06;124,24;133,33;81,94;123,75;72,73;97,98;75,7;91,3
520350;BOM JESUS DE GOIAS;111,32;111,64;111,32;134,09;130,67;100,71;94,64;108,04;95,04;84,14;91,5;76,63;95,27
520355;BONFINOPOLIS;101,98;135,64;135,64;85,71;123,28;88,07;91,15;91,15;113,11;95,58;102,65;88,7;91,82
520357;BONOPOLIS;136,36;109,09;86,36;147,37;84,44;87,18;128,21;102,56;159,46;77,78;197,22;42;115
520360;BRAZABRANTES;121,74;139,13;173,91;117,14;80,49;150;115,56;140;94;94;58;130,3;100
520380;BRITANIA;115,07;130,14;108,22;121,13;110,26;122,97;89,55;113,43;94,12;45,98;59,77;98,73;91,36
520390;BURITI ALEGRE;100,88;103,51;86,84;115,31;93,64;93,94;53,27;139,25;123,14;60,27;108,22;101,55;100,82
520393;BURITI DE GOIAS;124,14;89,66;117,24;128;115,38;148,28;77,14;97,14;132,26;106,06;84,85;121,74;100
520396;BURITINOPOLIS;92;80;72;132,26;114,71;86,11;140,74;140,74;151,61;87,5;120;85,71;104,44
520400;CABECEIRAS;112,63;137,89;121,05;136,19;106,09;103,39;77,31;84,87;91,35;105;97;80,87;86
520410;CACHOEIRA ALTA;128,57;116,33;121,43;131,31;135,48;125,21;111,36;109,09;104,44;118,05;100;70,2;70,13
