cod_mun;Município;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
521973;SANTO ANTONIO DE GOIAS;35,82;146,27;125,37;116,85;102,13;92,31;74,53;81,13;122,67;84,69;94,9;136,36;83,33
521975;SANTO ANTONIO DO DESCOBERTO;19,82;123,86;140,53;115,86;90,03;71,35;98,7;88,72;93,21;85,31;87,22;53,44;79,77
521980;SAO DOMINGOS;13,1;113,1;90,34;120,95;64,55;73,65;110,81;106,31;112,61;64,29;109,52;86,73;61,79
521990;SAO FRANCISCO DE GOIAS;22,06;98,53;102,94;178,18;167,8;83,54;128,95;123,68;80,9;83,12;96,1;82,09;113,11
522000;SAO JOAO D\'ALIANCA;22,32;169,64;131,25;128,97;87,6;104,88;150;133,04;122,48;118,75;149,31;125;115,38
522005;SAO JOAO DA PARAUNA;10,53;131,58;73,68;65;240;200;109,52;90,48;95;100;83,33;114,29;96,15
522010;SAO LUIS DE MONTES BELOS;17,97;87,34;79,75;100,6;83,47;64,53;110,35;97,55;104,49;87,89;81,61;84,45;93,41
522015;SAO LUIZ DO NORTE;5;102,5;91,25;147,62;84,93;90,41;100;91,55;85,96;108,33;93,33;89,71;121,15
522020;SAO MIGUEL DO ARAGUAIA;12,46;111,74;92,88;87,27;80,19;86,73;100,91;113,68;86,85;85,99;78,66;62,42;86,42
522026;SAO MIGUEL DO PASSA QUATRO;20,37;114,81;85,19;177,78;154,17;141,94;147,22;75;118,18;139,29;185,71;122,58;145,16
522028;SAO PATRICIO;50;162,5;93,75;156,52;186,67;146,67;184;104;71,43;75;79,17;135;72,22
522040;SAO SIMAO;6,88;103,67;127,52;75,76;67,17;93,94;88,93;81,07;88,21;80,85;63,83;63,29;76,88
522045;SENADOR CANEDO;14,07;105,27;117,46;96,12;76,76;71,07;98,51;80,84;81,42;77,86;74,25;65,4;88,08
522050;SERRANOPOLIS;30,49;101,22;123,17;145,35;189,19;125;116,85;105,62;110,84;116,05;148,15;110,75;82,86
522060;SILVANIA;14,29;72,59;96,53;83,33;86,77;71,02;88,02;87,6;88;90,25;79,66;62,08;81,9
522068;SIMOLANDIA;25,27;112,09;128,57;90,65;84,52;72,07;76,34;94,62;149,23;86,11;66,67;58,16;89,47
522070;SITIO D\'ABADIA;16,13;74,19;74,19;457,14;100;104,35;95,45;109,09;152,94;168,42;142,11;39,29;148
522100;TAQUARAL DE GOIAS;9,09;96,97;93,94;148,72;77,36;59,46;178,95;113,16;100;119,44;119,44;104,44;75,51
522108;TERESINA DE GOIAS;10,64;110,64;110,64;107,5;116,28;86,49;113,89;172,22;60,42;83,33;72,92;86,67;107,89
522119;TEREZOPOLIS DE GOIAS;28,42;115,79;114,74;108,57;76,47;100,9;132,98;121,28;112,61;76,34;82,44;82,69;117,24
522130;TRES RANCHOS;51,85;155,56;107,41;92,31;103,03;91,67;121,05;76,32;122,73;82,14;100;70,37;133,33
522140;TRINDADE;8,21;82,86;86,93;84,34;86,69;102,09;102,42;100,72;110,48;108,7;95,22;79,11;76,58
522145;TROMBAS;0;69,23;66,67;88,46;39,13;100;76;88;100;73,53;82,35;143,48;129,17
522150;TURVANIA;35,56;115,56;102,22;101,72;148,89;94,92;66,1;66,1;74,51;94,55;76,36;126,32;70,37
522155;TURVELANDIA;9,86;100;102,82;98,55;112,31;92,65;100;113,33;113,85;132,89;97,37;120;84,29
522157;UIRAPURU;25;125;125;107,41;155;142,11;75,68;91,89;100;95,45;122,73;72;87,1
522160;URUACU;13,98;112,07;104,02;95,7;81,36;71,51;80,78;84,52;94,27;91,16;77,55;85,2;82,64
522170;URUANA;20,14;122,92;113,19;201,52;187,97;89,04;115,5;113,95;100,73;109,8;60,13;76,97;90,37
522180;URUTAI;93,75;237,5;193,75;125,81;140;75,76;107,69;69,23;200;113,64;136,36;269,23;133,33
522185;VALPARAISO DE GOIAS;12,43;100,17;105,07;97,25;93,97;93,69;99,41;93,33;93,29;81,43;77,77;80,67;91,08
522190;VARJAO;6,25;112,5;106,25;218,52;140;95,65;114,29;83,67;92,11;92,68;117,07;118,75;113,79
522200;VIANOPOLIS;19,89;83,98;100;95,41;101,73;119,51;90,27;111,35;117,75;106,12;119,39;101,53;116,28
522205;VICENTINOPOLIS;34,4;124,8;89,6;111,11;118,1;125;93,75;88,28;119,81;98,18;96,36;68,75;80,58
522220;VILA BOA;14,81;95,06;114,81;155,38;143,66;114,67;117,14;80;67,8;78,69;83,61;138;135,29
522230;VILA PROPICIO;14,58;212,5;139,58;75,81;52,46;39,39;62,07;115,52;122,92;104,55;101,52;50,7;111,32
