variavel,importancia
mapbiomas_pct_non_vegetated,0.09798928
mapbiomas_pct_non_forest_natural,0.087221846
mapbiomas_pct_forest,0.08283385
pct_pop_menor12,0.079432406
mapbiomas_pct_farming,0.07831605
pct_pop_60mais,0.07504393
meteo_temp_amplitude,0.073419586
meteo_temp_media,0.07206861
mapbiomas_pct_water,0.07102522
fogo_pct_territorio,0.0642828
meteo_umidade,0.0636416
meteo_temp_max,0.054253083
meteo_precipitacao,0.051292285
meteo_temp_min,0.049179412
