cod_mun,municipio,n_meses_teste,casos_reais_total,MAE_pred_Poisson_GLM,RMSE_pred_Poisson_GLM,vies_pred_Poisson_GLM,MAPE_pred_Poisson_GLM,MAE_pred_Random_Forest,RMSE_pred_Random_Forest,vies_pred_Random_Forest,MAPE_pred_Random_Forest,MAE_pred_GradientBoosting,RMSE_pred_GradientBoosting,vies_pred_GradientBoosting,MAPE_pred_GradientBoosting,MAE_pred_XGBoost,RMSE_pred_XGBoost,vies_pred_XGBoost,MAPE_pred_XGBoost
521870,RIANAPOLIS,6,0.0,0.04330513969826633,0.04818047496817751,0.04330513969826633,,0.03755265401804588,0.04088154270873846,0.03755265401804588,,0.02102726179807267,0.025907160020805124,0.02102726179807267,,0.0004474194011666667,0.0008043980005284719,0.0004474194011666667,
521910,SANTA BARBARA DE GOIAS,6,0.1590583744234134,0.043437851234819,0.04797652999762712,0.021417994783458235,41.53165125291154,0.07533087546236622,0.0843407623646793,0.05778311939066979,33.09682272682664,0.04106344843494118,0.05050248075235032,0.006165363418977318,65.82127814860944,0.0343612315705689,0.038237121389578944,0.01326307009609777,39.793242357
521140,ITAUCU,6,0.0,0.04505023100976314,0.05160474952370634,0.04505023100976314,,0.05448560740992925,0.06377989667316677,0.05448560740992925,,0.029050129860649004,0.042089112153195773,0.029050129860649004,,0.000587695553,0.001255518120651906,0.000587695553,
520540,CERES,6,0.0888533687699414,0.04518980608240868,0.051550358601549086,0.03227625824665104,43.60134021474943,0.05874007338156784,0.07652653700643362,0.05520013933114134,36.24149858422347,0.05294102714099532,0.07732540004217682,0.04600092712905601,66.7663093985142,0.021174507194990238,0.028730206032459134,0.005104224738343099,54.27502747719991
521380,MORRINHOS,6,0.2045761915401832,0.04557243324058211,0.05330358018739676,0.03412280296702405,165.12960289879211,0.026554595188255797,0.028781464585324813,0.015486643001304293,85.03670603096681,0.0183615699498927,0.022537013826985895,-0.008393415660539432,47.00429062915409,0.025218930710152465,0.028726636085544276,-0.010658524590030532,88.77246524520692
520920,GUAPO,6,0.0,0.04597520468070684,0.05345566230981799,0.04597520468070684,,0.05230372447092577,0.06379858630339105,0.05230372447092577,,0.009488536792689899,0.010977979815991202,0.009488536792689899,,0.00012385378216666666,0.00014654667078995527,0.00012385378216666666,
522100,TAQUARAL DE GOIAS,6,0.0,0.04621858479958882,0.05221054084770534,0.04621858479958882,,0.053773667749777015,0.06286796553050185,0.053773667749777015,,0.04590374170228629,0.06477836971845263,0.04590374170228629,,0.004053928309333332,0.006591584811107146,0.004053928309333332,
520500,CARMO DO RIO VERDE,6,0.0,0.04667780307114958,0.051736418198774295,0.04667780307114958,,0.03834899807919848,0.043847376334531694,0.03834899807919848,,0.0350069501397159,0.043122539398125895,0.0350069501397159,,0.020174222016666667,0.028668708546457092,0.020174222016666667,
521640,PARAUNA,6,0.0,0.04679002351315272,0.052238855912723065,0.04679002351315272,,0.044537111064996464,0.05185627516892922,0.044537111064996464,,0.024220390962798485,0.028270880485991346,0.024220390962798485,,0.0007027285916666667,0.001123369393834717,0.0007027285916666667,
521680,PETROLINA DE GOIAS,6,0.0,0.04728642740550051,0.05359823659520849,0.04728642740550051,,0.0472451077080956,0.056633315223948585,0.0472451077080956,,0.02416031199102017,0.03441620832552712,0.02416031199102017,,0.000248088291,0.0004708269469026637,0.000248088291,
521970,SANTA TEREZINHA DE GOIAS,6,0.2771789349267754,0.04848952334995421,0.0740177699648759,-0.032333817204182685,88.25488472295187,0.05614760536187371,0.08107764164248606,-0.03086673486799894,93.97200703970532,0.0551766403481106,0.08223595656255638,-0.0333164363070158,95.59497384075914,0.04677261327046256,0.08423323207709595,-0.04550323058712924,99.88414992078395
521570,PALMEIRAS DE GOIAS,6,0.0,0.048816527998645755,0.05549751444777196,0.048816527998645755,,0.04814575838141761,0.05585303908880079,0.04814575838141761,,0.031513272700327,0.03520353656739906,0.031513272700327,,0.0019472344399999997,0.0023238874730304696,0.0019472344399999997,
520180,ARAGOIANIA,6,0.0,0.04884103530197872,0.056901340128416474,0.04884103530197872,,0.08144962712725935,0.09399612503576127,0.08144962712725935,,0.033871286109395986,0.03716500188694295,0.033871286109395986,,0.010485684916666667,0.013014236748763083,0.010485684916666667,
522155,TURVELANDIA,6,0.0,0.04932153761154698,0.055975541296180126,0.04932153761154698,,0.0494506414948841,0.07163770308531278,0.0494506414948841,,0.005877540687866549,0.007733907992173812,0.005877540687866549,,0.00011924449756666666,0.00019364732441966284,0.00011924449756666666,
520860,GOIANESIA,6,0.11672256063574782,0.04967927076674564,0.06192128639217125,0.04967927076674564,232.00424159632945,0.05522640319274475,0.07273892986597084,0.05522640319274475,360.6058518123517,0.10081168391544774,0.15443582692728058,0.10081168391544774,806.0227646202289,0.09365872011483005,0.1578816267639377,0.0811684275607087,791.9598077218338
520130,ANICUNS,6,0.0542888165038002,0.04991773781206526,0.05467469886845058,0.03797652384238375,65.98714839645999,0.040900490405019085,0.04999089422396987,0.03459593405622572,34.83897838343216,0.021796671580734183,0.024394488414057263,0.013254541186785549,47.203812556960166,0.010055697212300032,0.01954629045010568,-0.0056837136889667,86.9759846404
522026,SAO MIGUEL DO PASSA QUATRO,6,0.0,0.05042874792498744,0.0581340408548972,0.05042874792498744,,0.05513939811808253,0.061984167065079046,0.05513939811808253,,0.03312888738959182,0.035204915676438825,0.03312888738959182,,0.0018978617866666665,0.0025630506345316805,0.0018978617866666665,
521971,SANTO ANTONIO DA BARRA,6,0.0,0.050918532926207453,0.05756800792692289,0.050918532926207453,,0.05653528734419234,0.06340916012969834,0.05653528734419234,,0.01442989246806615,0.01716368652320821,0.01442989246806615,,0.0008056339268333332,0.0015906177211128306,0.0008056339268333332,
521010,IPAMERI,6,0.076400033347164,0.05103845896593346,0.06188710321594968,0.043892962429966625,28.058053912481178,0.03421836036554075,0.04266006875839726,0.033201363231051155,7.124410197377926,0.028213426662773086,0.028933226172800468,0.020387691640729746,57.88839541574819,0.014295863841194,0.021426768486121454,-0.010261631207860666,96.42987428536999
