cod_mun,municipio,populacao,taxa_baseline,taxa_simulada,delta_abs,delta_pct,casos_baseline,casos_simulados,delta_casos
521805,PORTEIRAO,3824.0,0.0007240242601502502,0.0006296542323002562,-9.437002784999399e-05,-13.034097480436667,3,2,-1
521810,PORTELANDIA,3589.0,8.621507949092397e-06,7.3370921525058e-06,-1.2844157965865975e-06,-14.897809109157178,0,0,0
521830,POSSE,34732.0,0.01705181937577776,0.017783061598228192,0.0007312422224504331,4.288353086176647,592,618,26
521839,PROFESSOR JAMIL,3602.0,2.187479833006589e-05,2.0166744184698307e-05,-1.7080541453675833e-06,-7.80831950811607,0,0,0
521850,QUIRINOPOLIS,47536.0,0.029720906406533878,0.026945155518088876,-0.002775750888445002,-9.339388410559302,1413,1281,-132
521860,RIALMA,11562.0,0.030129688844150192,0.030374215368218115,0.00024452652406792286,0.8115799845553291,348,351,3
521870,RIANAPOLIS,4341.0,0.0006854928152353571,0.0006164649077836122,-6.902790745174487e-05,-10.069822165538646,3,3,0
521878,RIO QUENTE,3671.0,1.0033653250904135e-05,9.243566151551305e-06,-7.900870993528301e-07,-7.874371174643045,0,0,0
521880,RIO VERDE,209677.0,0.03977588335443229,0.04363785108291104,0.0038619677284787504,9.709319825950278,8340,9150,810
521890,RUBIATABA,19844.0,0.041728765406595425,0.034720688594951324,-0.007008076811644101,-16.794354549814795,828,689,-139
521900,SANCLERLANDIA,7923.0,0.00983297071177317,0.007941437099682232,-0.0018915336120909378,-19.2366444235024,78,63,-15
521910,SANTA BARBARA DE GOIAS,6136.0,0.012320445158165117,0.016270671252937016,0.003950226094771898,32.062364988118695,76,100,24
521920,SANTA CRUZ DE GOIAS,3134.0,0.0010453462097435417,0.000719132164039051,-0.00032621404570449067,-31.20631640157971,3,2,-1
521925,SANTA FE DE GOIAS,5000.0,0.006640050538428015,0.0030033339986397984,-0.003636716539788216,-54.76941054501647,33,15,-18
521930,SANTA HELENA DE GOIAS,38930.0,0.021319212228961236,0.022283315280416233,0.0009641030514549974,4.522226436422002,830,867,37
521935,SANTA ISABEL,3652.0,2.18118051608265e-05,1.1148828152821065e-05,-1.0662977008005434e-05,-48.886265622599154,0,0,0
521940,SANTA RITA DO ARAGUAIA,6486.0,1.1042262356010001e-05,9.629256220407028e-06,-1.4130061356029729e-06,-12.796346346850854,0,0,0
521945,SANTA RITA DO NOVO DESTINO,2943.0,1.0099390521524064e-05,1.0045967978163874e-05,-5.3422543360189244e-08,-0.5289679931312077,0,0,0
521950,SANTA ROSA DE GOIAS,2924.0,1.3504237102316896e-05,1.4930209592360041e-05,1.4259724900431457e-06,10.559445004105374,0,0,0
521960,SANTA TEREZA DE GOIAS,3672.0,0.0017637609193725304,0.0013833374575384773,-0.00038042346183405316,-21.568879186266997,6,5,-1
521970,SANTA TEREZINHA DE GOIAS,10732.0,0.008343104861053005,0.006398759628405942,-0.0019443452326470632,-23.304815953154186,90,69,-21
521971,SANTO ANTONIO DA BARRA,4456.0,0.0007548683130088995,0.0005664721626084322,-0.00018839615040046733,-24.957485584408975,3,3,0
